ages,gender,outcome,0%,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,29%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%,51%,52%,53%,54%,55%,56%,57%,58%,59%,60%,61%,62%,63%,64%,65%,66%,67%,68%,69%,70%,71%,72%,73%,74%,75%,76%,77%,78%,79%,80%,81%,82%,83%,84%,85%,86%,87%,88%,89%,90%,91%,92%,93%,94%,95%,96%,97%,98%,99%,100%
20 to 29,f,hosp,0.0016161409,0.0029730751,0.0032180477,0.0033845436,0.0035160533,0.0036228861,0.0037129292,0.0037969523,0.0038727727,0.0039411044,0.0040052274,0.0040655532,0.0041234021,0.0041770176,0.0042290567,0.0042803748,0.0043296596,0.0043777343,0.0044252521,0.0044681102,0.0045105345,0.0045531534,0.0045949692,0.0046349836,0.0046766766,0.0047166378,0.0047546862,0.0047922785,0.004828545,0.0048658647,0.0049023865,0.0049397858,0.0049744117,0.005009419,0.0050458396,0.0050804636,0.0051158076,0.0051498094,0.0051845771,0.0052182337,0.0052543825,0.0052887154,0.0053227468,0.0053564698,0.0053899498,0.0054251776,0.0054606144,0.0054960777,0.0055292923,0.0055633894,0.005598453,0.0056317395,0.0056668932,0.0057029952,0.0057379725,0.0057715234,0.0058084364,0.0058445357,0.0058805101,0.0059162749,0.0059528598,0.0059901701,0.0060272169,0.0060657458,0.006104448,0.0061435077,0.0061839597,0.0062240684,0.0062646125,0.0063074176,0.0063493492,0.0063933448,0.0064371211,0.0064810753,0.0065264914,0.006575633,0.0066234489,0.0066742583,0.006726134,0.0067774461,0.0068337569,0.0068922162,0.0069510219,0.0070140871,0.0070755292,0.0071417771,0.0072100661,0.0072868949,0.0073651712,0.0074494833,0.007541058,0.0076400191,0.0077535607,0.0078717625,0.0080101265,0.0081695748,0.0083626898,0.0086111253,0.0089351889,0.0094614963,0.0142957732
30 to 39,f,hosp,0.003135986,0.0060543504,0.0065371464,0.0068828546,0.0071530617,0.0073705168,0.0075581366,0.0077287812,0.0078781966,0.0080143603,0.0081461677,0.0082736143,0.0083876669,0.0084967881,0.0086054752,0.0087051775,0.0088029774,0.0088984842,0.0089896779,0.0090787638,0.009165087,0.0092517922,0.0093379394,0.0094218835,0.0095029925,0.0095829828,0.0096636303,0.0097397089,0.0098171418,0.0098941347,0.0099679392,0.0100383185,0.0101131181,0.010184694,0.0102582092,0.0103278946,0.0103986194,0.0104678136,0.0105357226,0.0106057319,0.0106747931,0.0107424248,0.0108090285,0.0108778898,0.0109489117,0.0110183593,0.0110908975,0.0111622252,0.0112322171,0.0112997916,0.011368341,0.0114368891,0.0115065143,0.0115765495,0.0116466305,0.0117194021,0.011790505,0.0118648875,0.0119406436,0.0120141694,0.0120889068,0.0121657022,0.0122460246,0.0123203699,0.0123973907,0.0124742322,0.0125541255,0.012633965,0.0127207233,0.0128072979,0.0128945379,0.0129801,0.0130700958,0.0131584738,0.0132538464,0.0133517718,0.0134482178,0.0135495628,0.0136543529,0.0137603222,0.0138697447,0.0139821331,0.0141041115,0.0142262561,0.014356167,0.0144947012,0.0146347469,0.0147843397,0.0149467363,0.0151198279,0.0152994788,0.0155034935,0.0157238144,0.0159772493,0.0162507716,0.0165776352,0.016939201,0.0174171774,0.0180848478,0.0191393743,0.029066622
40 to 49,f,hosp,0.0041604782,0.008302449,0.008974995,0.0094396243,0.0098087892,0.0101053951,0.010363541,0.010584485,0.0107928283,0.0109903814,0.0111688523,0.0113389251,0.0114965689,0.011645002,0.0117911488,0.0119337018,0.0120670636,0.0121967243,0.012322364,0.0124431313,0.0125653338,0.0126819272,0.0127936722,0.0129051741,0.0130180935,0.013126718,0.0132419752,0.013347547,0.0134532612,0.0135572284,0.0136629932,0.0137611863,0.0138616046,0.0139608085,0.0140590739,0.014151502,0.0142439035,0.0143383404,0.014435545,0.0145351998,0.0146307719,0.0147263489,0.0148209674,0.0149139132,0.0150077532,0.0151023077,0.0151966536,0.0152915295,0.0153840774,0.0154763432,0.015573577,0.0156660879,0.0157650621,0.0158611975,0.0159607931,0.0160565147,0.0161536801,0.0162537517,0.0163551631,0.0164536809,0.0165586337,0.016659157,0.0167660391,0.0168715109,0.0169793165,0.0170887594,0.0171971865,0.0173120591,0.017428933,0.0175413362,0.0176576174,0.0177785914,0.0179050144,0.0180335857,0.0181553879,0.0182822985,0.0184144137,0.0185508142,0.0186932706,0.0188406289,0.0189971037,0.0191590608,0.0193194863,0.0194900957,0.0196652473,0.0198464048,0.0200359456,0.0202386143,0.0204613409,0.0206973993,0.0209506049,0.0212266005,0.0215215598,0.0218661715,0.0222445662,0.0226751369,0.0232012301,0.0238361187,0.0247070738,0.0261772888,0.04010416
50 to 59,f,hosp,0.0086245134,0.0168032297,0.0181371938,0.0190895432,0.0198184766,0.0204232397,0.0209614703,0.0214202473,0.0218360425,0.0222220593,0.0225765606,0.022917297,0.0232354275,0.0235443613,0.0238436145,0.0241321197,0.0244035619,0.0246612884,0.0249181061,0.0251569456,0.0253976099,0.0256314388,0.0258608226,0.0260959908,0.0263208426,0.0265538278,0.0267760431,0.026987212,0.0272033422,0.027413196,0.0276198494,0.0278228784,0.0280207077,0.0282175541,0.0284106851,0.0286097278,0.028799537,0.0289891994,0.0291822281,0.0293698348,0.0295653466,0.0297596818,0.0299488554,0.0301414896,0.0303320203,0.0305255808,0.0307190191,0.0309071215,0.0310990819,0.031293241,0.0314798065,0.03167404,0.0318669084,0.0320545721,0.032253284,0.0324550238,0.0326504292,0.0328531427,0.0330545557,0.0332633484,0.0334677333,0.0336816068,0.0338901769,0.0341078385,0.0343186159,0.0345375934,0.0347583188,0.0349815322,0.0352133006,0.0354500341,0.0356881679,0.0359248326,0.0361670074,0.0364302133,0.0366859562,0.0369508287,0.0372188029,0.0374974856,0.0377696422,0.0380764431,0.0383818258,0.0387046071,0.0390312264,0.0393791935,0.039743562,0.0401148236,0.0404970924,0.0408939924,0.0413426857,0.0418092484,0.0423147224,0.0428856187,0.0434887921,0.0441686427,0.044943582,0.0458022396,0.0468616909,0.0481869014,0.0500268013,0.0528916669,0.0781984083
60 to 69,f,hosp,0.016880332,0.0328628367,0.0355046554,0.0373581519,0.038796828,0.0399732258,0.0410146259,0.0419251664,0.0427313224,0.0434757451,0.0441754186,0.0448588992,0.0454721465,0.0460748995,0.0466688589,0.0472139901,0.0477510539,0.0482654281,0.0487409805,0.0492348324,0.0497125691,0.0501616123,0.0506189175,0.0510777424,0.0515077553,0.0519474041,0.0523766463,0.052818107,0.053235502,0.0536458373,0.0540309539,0.0544249865,0.0548151951,0.0552088031,0.0555887732,0.0559667931,0.0563525418,0.0567420782,0.0571157445,0.057483071,0.0578610853,0.0582353795,0.0586064234,0.0590007517,0.0593626283,0.0597557765,0.0601318235,0.0604965427,0.0608574287,0.0612364411,0.0616009228,0.0619767023,0.0623524651,0.0627339691,0.0631193162,0.0634950304,0.0639025623,0.0642991189,0.06468567,0.0650851944,0.0654863588,0.0659000846,0.0663188722,0.0667507141,0.0671790353,0.0675936569,0.0680220881,0.0684515316,0.0688980961,0.069377297,0.0698411164,0.0703148471,0.0707870561,0.0712930915,0.0717807537,0.0722969496,0.0728176348,0.0733446866,0.0739202345,0.0745044728,0.075118849,0.0757418537,0.0763723268,0.077018468,0.0777265564,0.0784618847,0.0792221982,0.0800093079,0.0808719855,0.0818205781,0.0828081164,0.0839091006,0.0850842988,0.0864246549,0.0879377363,0.0896454541,0.0916831986,0.0942810977,0.0977677354,0.1033983264,0.1567212949
70 to 79,f,hosp,0.0262552196,0.0507909327,0.0549517173,0.0578433475,0.0600608055,0.0618927769,0.063489151,0.0648702173,0.0661121565,0.0672819161,0.0683803488,0.0694176766,0.0703628124,0.071293744,0.072174983,0.0730460494,0.0738666322,0.0746782476,0.0754535163,0.0762079789,0.0769396398,0.0776431695,0.0783375875,0.0790306788,0.0796962663,0.0803824766,0.0810552909,0.0817268806,0.0823907992,0.083020984,0.0836286327,0.0842374903,0.0848538734,0.0854515346,0.086045947,0.0866451608,0.0872156192,0.0877989874,0.0883779238,0.0889481492,0.0895286652,0.0901302282,0.0907118033,0.0912913631,0.0918670624,0.0924490232,0.0930171159,0.0936114092,0.0941956261,0.094767089,0.0953518717,0.0959305377,0.0965026331,0.0970787415,0.0976737175,0.0982788566,0.0988668019,0.0994896039,0.1000843456,0.1007106438,0.1013349537,0.1019746995,0.1026122056,0.1032887229,0.1039324017,0.104608544,0.1052531245,0.1059145277,0.1066373507,0.1073326392,0.1080788078,0.1088233519,0.1095745176,0.1103386457,0.1111065911,0.1118857383,0.1127112115,0.1135603435,0.1144278385,0.1152939303,0.1162445714,0.1172090287,0.1182166395,0.1192389903,0.1203126991,0.1214419586,0.122600533,0.1238459664,0.1251612537,0.12658147,0.1281307615,0.1298238727,0.1316963681,0.13375904,0.1361040651,0.1386674437,0.1418659635,0.1458749942,0.1512624471,0.1601806651,0.2338158565
80 to 100,f,hosp,0.0642471746,0.1253048958,0.1354968411,0.14256123,0.1481572517,0.1525553111,0.1565234592,0.1599547504,0.1631240905,0.1659153996,0.1686291656,0.1711264514,0.1735692597,0.1759003641,0.1781633982,0.180252896,0.1821896054,0.1841875556,0.186096104,0.1879602175,0.1897371475,0.1914849823,0.1932350656,0.1949325098,0.1965732229,0.1982914953,0.1999986337,0.2015751748,0.2031569641,0.2047292337,0.2063066159,0.2077525883,0.2092745538,0.2107608192,0.2122235303,0.2136775079,0.2151234311,0.2165212174,0.2179483905,0.2193750332,0.2207705898,0.2222219796,0.2236560718,0.2251135423,0.2265817673,0.2279723506,0.229431039,0.2308905756,0.2323188024,0.2337386651,0.2351060561,0.2365322531,0.2379649101,0.2394179148,0.240916024,0.2423589137,0.2438231677,0.245326241,0.2469036654,0.2484184394,0.2499302121,0.251515098,0.2530726769,0.2546901728,0.2563034243,0.2578828021,0.2595229018,0.2612451657,0.2630239616,0.2647432565,0.2665274096,0.2683509108,0.2702335039,0.2720677979,0.2740747033,0.2759762323,0.2778975813,0.2799433856,0.2821075795,0.2843660695,0.2866408671,0.2890520848,0.2915093954,0.2940478682,0.2967853298,0.299485258,0.3022958629,0.3054187154,0.3087766255,0.312203031,0.3159893425,0.3202069022,0.3246982129,0.329752284,0.3354733112,0.3420951362,0.3497905246,0.3597904203,0.3730917445,0.3948554549,0.5856767629
0 to 19,m,death,0.0001225126,0.0002538159,0.0002758111,0.000290074,0.0003015262,0.0003108577,0.0003192352,0.0003265036,0.0003330864,0.0003392123,0.0003446302,0.0003498445,0.0003549734,0.0003596574,0.0003642978,0.000368695,0.0003729702,0.0003770656,0.000380945,0.000384858,0.0003886225,0.0003923178,0.0003958434,0.0003993846,0.0004029108,0.0004063891,0.0004097459,0.0004130002,0.0004163545,0.0004195513,0.0004226427,0.0004259426,0.000428999,0.0004320095,0.0004351086,0.0004381412,0.000441235,0.0004443882,0.0004474679,0.0004504327,0.0004535226,0.0004566476,0.0004597388,0.0004626449,0.0004656495,0.0004686271,0.0004716671,0.0004747676,0.0004778244,0.0004810472,0.000484155,0.0004872001,0.0004902467,0.0004934094,0.0004965011,0.0004997632,0.0005029851,0.0005062063,0.000509501,0.0005128004,0.0005160591,0.0005194091,0.0005228859,0.0005263042,0.0005297884,0.0005332817,0.0005367132,0.0005402314,0.0005439093,0.0005474763,0.000551328,0.0005551672,0.0005591735,0.0005632353,0.000567368,0.0005716762,0.0005760001,0.000580427,0.0005850377,0.0005901105,0.0005951431,0.0006002971,0.0006055656,0.0006110816,0.0006170875,0.0006230485,0.0006296319,0.000636362,0.0006435842,0.0006513243,0.000659809,0.0006685628,0.000678494,0.000689687,0.000701859,0.0007168987,0.0007345693,0.0007561253,0.0007846795,0.0008337329,0.0013549505
20 to 29,m,death,0.0002466643,0.000495709,0.0005399433,0.0005685405,0.0005899621,0.0006078183,0.0006240143,0.000637749,0.0006508373,0.0006619218,0.0006730338,0.0006832846,0.0006933039,0.0007026272,0.0007114991,0.0007200203,0.0007283958,0.0007363774,0.0007441271,0.0007519108,0.0007590598,0.0007663552,0.0007732576,0.0007799517,0.0007867921,0.0007934301,0.0007999891,0.0008067999,0.0008131872,0.0008194894,0.0008256298,0.0008315873,0.0008376421,0.0008441245,0.0008500468,0.0008559042,0.0008620598,0.0008679474,0.0008736177,0.000879597,0.0008857692,0.000891692,0.0008973494,0.0009033035,0.000909347,0.0009153288,0.0009211711,0.0009270384,0.0009330786,0.0009389738,0.0009451345,0.0009512168,0.0009575235,0.0009636548,0.0009697278,0.0009759233,0.0009821891,0.0009886368,0.0009951346,0.0010014991,0.0010079661,0.0010144409,0.0010209728,0.00102767,0.0010343867,0.0010413045,0.001048296,0.0010555873,0.0010625312,0.0010697271,0.001077302,0.0010849362,0.0010925095,0.0011003011,0.0011085665,0.0011168257,0.0011255562,0.0011342125,0.0011430932,0.0011524887,0.0011620403,0.0011721263,0.0011829066,0.0011938915,0.0012052495,0.0012171653,0.0012296929,0.0012431711,0.0012573412,0.0012723518,0.0012884362,0.0013063785,0.0013253932,0.001346356,0.0013710677,0.0013985968,0.0014336863,0.0014736908,0.0015339551,0.0016270271,0.0025678696
30 to 39,m,death,0.0007759442,0.0014609318,0.0015861305,0.0016684791,0.0017312743,0.0017862147,0.0018322166,0.0018718173,0.0019084333,0.0019430701,0.0019756885,0.0020047942,0.0020326994,0.0020606078,0.0020856821,0.0021105149,0.0021335472,0.0021565484,0.0021781842,0.0021998086,0.0022209785,0.0022419883,0.0022620505,0.0022819238,0.0023012664,0.0023204043,0.0023399478,0.0023582816,0.0023770416,0.0023945153,0.0024131655,0.0024312694,0.0024485831,0.0024658422,0.0024828886,0.0024996285,0.0025165273,0.0025340528,0.0025517374,0.0025687941,0.0025852657,0.0026022459,0.0026198324,0.002636216,0.0026527702,0.0026695985,0.0026865638,0.0027035012,0.002720443,0.0027372272,0.0027544724,0.0027714075,0.0027890148,0.002806219,0.0028238983,0.0028412904,0.0028595458,0.0028777106,0.0028953563,0.0029131916,0.0029314492,0.0029506318,0.0029690404,0.0029878789,0.0030068135,0.0030266969,0.0030470942,0.0030671889,0.0030870949,0.0031074994,0.0031283804,0.0031490196,0.0031717371,0.0031936215,0.0032167396,0.0032390846,0.0032640218,0.003288083,0.0033137674,0.0033404758,0.0033666723,0.0033950436,0.0034246419,0.0034559875,0.0034886694,0.0035222286,0.0035564743,0.0035933035,0.0036347514,0.0036771668,0.003722142,0.0037720432,0.0038249381,0.0038853032,0.003951615,0.0040293221,0.0041228126,0.0042440945,0.0044033784,0.004667705,0.0072066535
40 to 49,m,death,0.0014450107,0.0027076876,0.0029430477,0.003098,0.0032153479,0.0033148759,0.0033975671,0.0034730801,0.0035421888,0.0036054801,0.0036646215,0.0037191204,0.0037702838,0.0038195844,0.0038667455,0.0039112765,0.003955241,0.0039967441,0.0040373665,0.0040767044,0.0041146842,0.0041532059,0.0041908757,0.004230108,0.0042658758,0.0043010752,0.0043353276,0.0043687973,0.004401899,0.0044356449,0.0044682834,0.004501644,0.0045342891,0.0045661415,0.0045970644,0.0046300629,0.0046617031,0.004693089,0.0047240621,0.0047554336,0.0047867997,0.0048179473,0.0048483677,0.0048789806,0.0049106162,0.0049414537,0.0049727218,0.005002017,0.0050331707,0.0050635804,0.0050957636,0.0051272923,0.0051596193,0.005191818,0.0052225318,0.0052557651,0.0052886329,0.0053214208,0.0053533518,0.0053864414,0.0054202233,0.00545403,0.0054887982,0.0055239198,0.0055595949,0.0055946932,0.0056300894,0.0056660144,0.0057027997,0.0057419148,0.0057793701,0.0058191051,0.0058582672,0.0058980717,0.0059392123,0.0059818292,0.0060267953,0.0060717455,0.0061205812,0.0061687642,0.0062183818,0.0062709857,0.0063246428,0.0063789316,0.0064367632,0.006499111,0.0065631402,0.0066305376,0.0067003605,0.006783163,0.0068672072,0.0069559496,0.0070559105,0.0071669383,0.0072904432,0.0074348205,0.0076017522,0.0078183804,0.0081128238,0.0086042132,0.0131351749
50 to 59,m,death,0.0036527222,0.0068937263,0.0074896481,0.0078832306,0.008181597,0.0084268354,0.0086451411,0.0088412754,0.0090167989,0.0091736109,0.0093215091,0.0094595756,0.0095898298,0.0097123343,0.0098317048,0.0099475405,0.0100562647,0.0101624826,0.010268404,0.0103670255,0.0104656413,0.0105621939,0.0106606215,0.0107541913,0.0108452376,0.0109378309,0.0110259716,0.0111103403,0.0111977126,0.0112799602,0.0113641077,0.0114480514,0.0115262423,0.0116102791,0.0116920326,0.0117695107,0.0118490682,0.0119287541,0.0120092381,0.0120876948,0.0121651518,0.0122433005,0.0123207935,0.0123975736,0.0124763318,0.0125528145,0.0126298178,0.0127096589,0.0127886953,0.0128704912,0.0129488494,0.0130292347,0.0131107071,0.0131920764,0.0132732604,0.0133546623,0.01343702,0.0135184571,0.0136033105,0.0136856027,0.0137701194,0.0138588915,0.0139467386,0.0140351626,0.0141236672,0.0142151799,0.0143074713,0.0143974976,0.0144937645,0.014590908,0.0146851332,0.0147842042,0.0148860121,0.0149860423,0.0150929659,0.0151954583,0.0153034541,0.0154157437,0.0155387075,0.0156590988,0.0157884353,0.0159129369,0.0160487756,0.016190981,0.0163376773,0.0165006168,0.016664715,0.0168406559,0.0170216446,0.0172222261,0.0174324672,0.0176634011,0.0179083336,0.0181905407,0.0185106689,0.0188631724,0.019293603,0.0198421211,0.0205732456,0.0218035799,0.0337704984
60 to 69,m,death,0.0083510061,0.0160804585,0.0174513917,0.0183506259,0.0190566632,0.0196532726,0.0201465743,0.0205968205,0.0210016522,0.0213717247,0.0217221001,0.0220352039,0.0223262127,0.0226053345,0.0228971409,0.0231682999,0.0234234851,0.0236753366,0.0239166789,0.024146598,0.0243805774,0.0246010533,0.0248178917,0.0250372324,0.0252495008,0.0254557125,0.0256734437,0.0258739982,0.0260653829,0.026262926,0.0264592979,0.0266490056,0.0268427031,0.0270343052,0.027215539,0.0274002941,0.0275925764,0.0277708722,0.0279590256,0.0281434242,0.028324376,0.028505342,0.0286851827,0.0288696059,0.0290492447,0.0292332147,0.0294183297,0.0295995679,0.0297828746,0.0299707537,0.030143805,0.0303245894,0.0305198128,0.0307219639,0.0309070183,0.0310923359,0.0312820875,0.0314678722,0.0316625255,0.0318628851,0.0320598713,0.0322623718,0.0324632717,0.0326747902,0.0328854128,0.0330971528,0.0333149775,0.0335267835,0.0337486395,0.0339688393,0.0341885701,0.0344215574,0.0346467482,0.0348858517,0.0351353034,0.0353882338,0.0356543401,0.0359080373,0.0361782783,0.0364582437,0.0367407626,0.0370486192,0.03737068,0.0376948193,0.0380405236,0.038404802,0.0387850553,0.0391788434,0.0396087701,0.040080399,0.0405741775,0.0411095535,0.0416833417,0.0423269127,0.0430532066,0.0438986212,0.0448970727,0.0461335518,0.0478605286,0.0507528319,0.0754193266
70 to 79,m,death,0.0116316147,0.0215206089,0.0233672917,0.0245866468,0.0255473874,0.0263287123,0.0269764489,0.0275842081,0.0281188745,0.0286196732,0.0290866014,0.0295281587,0.0299191529,0.0303025644,0.0306715021,0.0310332958,0.0313834797,0.0317088657,0.032026971,0.0323397492,0.0326457375,0.032946917,0.0332522385,0.0335396827,0.0338263335,0.0340943269,0.0343733319,0.0346404612,0.0349141576,0.0351705578,0.0354353136,0.0356915184,0.0359454034,0.0362014745,0.0364464522,0.0366972272,0.0369592894,0.0372096902,0.0374525934,0.0377034371,0.037947677,0.0381943824,0.0384343818,0.0386842678,0.0389281787,0.0391718158,0.0394107313,0.0396590797,0.0399066207,0.040150278,0.0403883663,0.040639788,0.0408911925,0.04114404,0.0413922956,0.0416478097,0.0419113953,0.0421714276,0.0424311895,0.0426925395,0.0429567946,0.043223295,0.0434904443,0.0437632265,0.0440355304,0.0443175171,0.0446102241,0.044902127,0.0451891893,0.0454856803,0.0457906638,0.046111094,0.0464246879,0.0467373966,0.0470533748,0.0473977279,0.0477467465,0.0480946555,0.0484686832,0.0488464365,0.0492377882,0.0496261075,0.0500504827,0.0505081647,0.050958987,0.0514256928,0.0519417113,0.0524880017,0.0530873355,0.053684035,0.0543492251,0.0550661027,0.0558618081,0.05673086,0.0576879544,0.0588051211,0.0601535783,0.0618097413,0.0641390299,0.06793426,0.1059908469
80 to 100,m,death,0.0085485222,0.0165502355,0.0179741764,0.0188909666,0.0196247728,0.0202214648,0.0207455791,0.0212077451,0.0216219103,0.0220006627,0.0223497599,0.0226872822,0.023004765,0.0233007064,0.0235762772,0.0238565239,0.0241231283,0.0243758865,0.0246327751,0.0248676899,0.0251078524,0.0253352931,0.0255662829,0.025788356,0.0260143151,0.0262290698,0.0264361633,0.0266474087,0.0268567494,0.0270478692,0.0272452374,0.027439834,0.027638382,0.0278277266,0.0280231644,0.0282269649,0.0284136839,0.0285998935,0.0287933795,0.0289790056,0.0291704982,0.0293616511,0.0295487501,0.0297360784,0.0299252067,0.0301118616,0.0303003955,0.0304944341,0.0306887505,0.0308878835,0.0310773875,0.0312732588,0.0314683865,0.0316607812,0.0318552856,0.032050076,0.0322483133,0.0324461092,0.0326472067,0.0328533728,0.0330598817,0.0332706746,0.0334788492,0.0336933136,0.0339047287,0.0341171353,0.0343367325,0.0345595602,0.0347903783,0.0350187107,0.0352551292,0.0354928884,0.0357342062,0.0359820207,0.0362366516,0.0364889491,0.0367545951,0.0370264511,0.0372995405,0.037588585,0.0378934956,0.0382125388,0.0385297581,0.0388674484,0.0392291802,0.0395986559,0.0399960656,0.0404151488,0.0408637604,0.0413506513,0.0418789099,0.0424074105,0.0430024409,0.0436521487,0.0444466454,0.0453065585,0.0463300544,0.0476319552,0.049455513,0.0523867769,0.0800609132
0 to 19,m,hosp,0.0004896406,0.0009553014,0.0010354273,0.001087406,0.0011303773,0.0011653601,0.0011954668,0.0012212479,0.0012447518,0.001267449,0.0012890515,0.0013085814,0.0013275396,0.0013448089,0.0013616402,0.001377541,0.0013939024,0.0014085716,0.0014230665,0.0014372684,0.0014515314,0.0014654095,0.0014785955,0.0014920904,0.0015049595,0.0015180832,0.0015302009,0.0015425112,0.0015546019,0.0015665092,0.0015785263,0.0015904735,0.0016018268,0.0016134017,0.0016247622,0.0016357423,0.001647084,0.0016583182,0.0016694446,0.001680656,0.0016916347,0.001703093,0.0017141367,0.0017252737,0.0017359313,0.001747283,0.0017582035,0.0017689225,0.0017798662,0.0017909607,0.0018022083,0.0018140343,0.0018251307,0.0018361933,0.001847917,0.0018596225,0.0018707055,0.0018822526,0.0018941627,0.0019062095,0.0019178367,0.0019301537,0.0019426476,0.0019553447,0.0019677573,0.0019805515,0.0019939366,0.00200672,0.0020199047,0.0020332757,0.0020475947,0.0020614852,0.0020760461,0.0020906045,0.0021055134,0.0021202183,0.0021364855,0.0021523606,0.0021691855,0.0021859152,0.0022040208,0.0022217685,0.002241637,0.0022611516,0.0022822441,0.0023044523,0.0023271975,0.0023518428,0.0023778588,0.0024044797,0.0024344149,0.0024661346,0.0025039748,0.0025425533,0.0025882506,0.0026410268,0.0027015626,0.0027789012,0.0028816143,0.0030568371,0.0048363181
20 to 29,m,hosp,0.0018867078,0.0036144587,0.0039118146,0.004107518,0.0042687825,0.0044020141,0.0045117319,0.0046146006,0.0047042758,0.0047877013,0.0048642316,0.0049386303,0.0050086269,0.0050763668,0.0051370493,0.0051973612,0.0052562396,0.005313014,0.0053692368,0.0054238603,0.0054760807,0.0055264949,0.0055774926,0.0056268292,0.005675335,0.005723862,0.005770535,0.0058184258,0.0058629644,0.0059068212,0.0059522265,0.005997903,0.0060430705,0.0060858312,0.006129092,0.006171272,0.0062135005,0.0062545671,0.0062970568,0.0063378981,0.0063780799,0.0064202304,0.0064606228,0.0065040579,0.0065469783,0.0065880812,0.0066299505,0.0066709469,0.0067115508,0.0067549769,0.0067962523,0.0068372647,0.00687825,0.0069191531,0.0069633127,0.0070056013,0.0070487166,0.0070908955,0.0071339329,0.0071790153,0.0072240137,0.0072698663,0.0073154851,0.0073631168,0.0074105101,0.0074592459,0.0075064055,0.0075565659,0.0076059648,0.0076573433,0.0077075709,0.007759068,0.0078128665,0.0078658851,0.0079190445,0.0079756042,0.0080346358,0.0080965045,0.008161365,0.0082272411,0.0082911353,0.0083614013,0.00843504,0.0085105791,0.0085882285,0.0086695126,0.0087548341,0.0088454846,0.0089398956,0.0090417989,0.0091512711,0.0092751091,0.0094081347,0.0095602846,0.0097235802,0.0099117223,0.0101425547,0.0104261675,0.0108231837,0.0114440614,0.0167782977
30 to 39,m,hosp,0.004026232,0.0076538733,0.0082781654,0.0087033573,0.0090454642,0.0093249036,0.0095608216,0.0097721523,0.0099651456,0.010148103,0.0103081711,0.0104624602,0.0106114318,0.0107504292,0.010884093,0.0110129933,0.0111389129,0.0112605898,0.0113770754,0.0114854059,0.0115950746,0.0117058218,0.0118129264,0.0119169821,0.0120195148,0.0121243686,0.0122254812,0.0123235598,0.0124253508,0.0125177524,0.0126094677,0.0127038282,0.0127942861,0.0128877948,0.012978799,0.0130670826,0.0131528247,0.0132424439,0.0133297081,0.0134165195,0.0135047657,0.0135951272,0.0136795804,0.0137684208,0.0138581931,0.0139453268,0.014031393,0.0141189029,0.0142069619,0.0142926556,0.0143810345,0.0144672551,0.014553748,0.0146452524,0.0147338553,0.0148265935,0.0149155609,0.0150068321,0.0150991488,0.0151929449,0.0152849809,0.0153797422,0.01547384,0.0155723474,0.0156752108,0.0157778318,0.0158794605,0.0159857691,0.0160901421,0.0161965844,0.0163057326,0.0164140964,0.016532123,0.0166512144,0.0167705956,0.0168907498,0.0170115494,0.0171386016,0.0172630996,0.017398996,0.0175392936,0.0176902912,0.0178381239,0.0179969906,0.0181564404,0.0183225979,0.0184960172,0.0186897716,0.0188901494,0.0191080533,0.0193455664,0.0196038802,0.0198856225,0.0201967906,0.020541232,0.0209321732,0.0214032113,0.0220192206,0.0228656817,0.0241763947,0.0359183132
40 to 49,m,hosp,0.0050817354,0.0101276843,0.0109536198,0.0115101771,0.0119713172,0.0123296757,0.0126395435,0.0129209044,0.0131712811,0.0134025177,0.0136222284,0.0138222014,0.0140210357,0.0142114059,0.0143893958,0.0145618007,0.0147237645,0.0148736899,0.0150255019,0.015173831,0.0153259577,0.0154692616,0.0156071525,0.0157442791,0.0158814325,0.0160213467,0.0161560752,0.0162842573,0.0164119116,0.0165403128,0.016669052,0.0167913291,0.016909615,0.0170270319,0.0171438563,0.0172646566,0.0173815496,0.0174990777,0.0176175981,0.0177313134,0.017842855,0.0179538472,0.0180735774,0.018194931,0.0183097897,0.0184231347,0.0185396043,0.0186568323,0.0187686733,0.0188846153,0.0189993791,0.0191164637,0.0192304668,0.0193441031,0.0194646341,0.0195856925,0.0197062649,0.0198287694,0.01994947,0.0200768415,0.0202006997,0.0203270922,0.0204579238,0.0205858405,0.020712121,0.0208444993,0.0209778947,0.0211136383,0.0212536183,0.0213965934,0.0215369378,0.0216837799,0.0218357364,0.0219897811,0.0221402435,0.0222985813,0.0224613867,0.0226300608,0.0228031686,0.02298758,0.0231767277,0.0233678782,0.0235663229,0.0237674444,0.0239774541,0.0242080178,0.0244380258,0.0246832733,0.0249534668,0.025239833,0.0255482432,0.0258855169,0.026248734,0.0266613999,0.0271226884,0.0276679166,0.028300991,0.0290818494,0.0301706603,0.0318920776,0.0471218917
