"","probability","ages","case","status","value","Gender.1","outc","gend"
"369",0.025,"20 to 29","meta","all",0.00110519760065481,"F","hosp","b"
"370",0.5,"20 to 29","meta","all",0.00149724279710898,"F","hosp","b"
"371",0.95,"20 to 29","meta","all",0.00192495123418741,"F","hosp","b"
"372",0.975,"20 to 29","meta","all",0.00204116566297597,"F","hosp","b"
"373",0.025,"30 to 39","meta","all",0.00234705569578685,"F","hosp","b"
"374",0.5,"30 to 39","meta","all",0.00316887919608821,"F","hosp","b"
"375",0.95,"30 to 39","meta","all",0.00406852613900135,"F","hosp","b"
"376",0.975,"30 to 39","meta","all",0.00430313602096878,"F","hosp","b"
"377",0.025,"20 to 29","best","all",0.000277811454252646,"F","hosp","b"
"378",0.5,"20 to 29","best","all",0.000497478938788602,"F","hosp","b"
"379",0.95,"20 to 29","best","all",0.000808682898572377,"F","hosp","b"
"380",0.975,"20 to 29","best","all",0.000879450046130833,"F","hosp","b"
"381",0.025,"30 to 39","best","all",0.000200844258938828,"F","hosp","b"
"382",0.5,"30 to 39","best","all",0.000359653237003708,"F","hosp","b"
"383",0.95,"30 to 39","best","all",0.000584638664079583,"F","hosp","b"
"384",0.975,"30 to 39","best","all",0.000635799892643136,"F","hosp","b"
"385",0.025,"20 to 29","meta","healthy",0.00045019841388528,"M","hosp","f"
"386",0.5,"20 to 29","meta","healthy",0.000735076943153751,"M","hosp","f"
"387",0.95,"20 to 29","meta","healthy",0.00109649168682323,"M","hosp","f"
"388",0.975,"20 to 29","meta","healthy",0.00119027794311117,"M","hosp","f"
"389",0.025,"30 to 39","meta","healthy",0.000797691958617462,"M","hosp","f"
"390",0.5,"30 to 39","meta","healthy",0.00129916304449648,"M","hosp","f"
"391",0.95,"30 to 39","meta","healthy",0.00184614269068554,"M","hosp","f"
"392",0.975,"30 to 39","meta","healthy",0.00197839188478072,"M","hosp","f"
"393",0.025,"20 to 29","best","healthy",0.000120006305176825,"M","hosp","f"
"394",0.5,"20 to 29","best","healthy",0.00024398062582008,"M","hosp","f"
"395",0.95,"20 to 29","best","healthy",0.000434025799211171,"M","hosp","f"
"396",0.975,"20 to 29","best","healthy",0.000480048451424373,"M","hosp","f"
"397",0.025,"30 to 39","best","healthy",0.000216632262002422,"M","hosp","f"
"398",0.5,"30 to 39","best","healthy",0.000427592376607727,"M","hosp","f"
"399",0.95,"30 to 39","best","healthy",0.000746148727416158,"M","hosp","f"
"400",0.975,"30 to 39","best","healthy",0.000823222141848884,"M","hosp","f"
"401",0.025,"20 to 29","meta","all",0.000998449483470711,"M","hosp","f"
"402",0.5,"20 to 29","meta","all",0.00135262806987455,"M","hosp","f"
"403",0.95,"20 to 29","meta","all",0.001739025278685,"M","hosp","f"
"404",0.975,"20 to 29","meta","all",0.00184401486274402,"M","hosp","f"
"405",0.025,"30 to 39","meta","all",0.00207273686637272,"M","hosp","f"
"406",0.5,"30 to 39","meta","all",0.00279850740082739,"M","hosp","f"
"407",0.95,"30 to 39","meta","all",0.00359300554104747,"M","hosp","f"
"408",0.975,"30 to 39","meta","all",0.003800194723836,"M","hosp","f"
"409",0.025,"20 to 29","best","all",0.000250978379645827,"M","hosp","f"
"410",0.5,"20 to 29","best","all",0.000449428762039245,"M","hosp","f"
"411",0.95,"20 to 29","best","all",0.000730574353303697,"M","hosp","f"
"412",0.975,"20 to 29","best","all",0.000794506288990647,"M","hosp","f"
"413",0.025,"30 to 39","best","all",0.000177370013267732,"M","hosp","f"
"414",0.5,"30 to 39","best","all",0.000317617739019165,"M","hosp","f"
"415",0.95,"30 to 39","best","all",0.000516307352535319,"M","hosp","f"
"416",0.975,"30 to 39","best","all",0.000561488966573262,"M","hosp","f"
"417",0.025,"20 to 29","meta","healthy",0.000546463340327966,"M","hosp","m"
"418",0.5,"20 to 29","meta","healthy",0.000892256812473418,"M","hosp","m"
"419",0.95,"20 to 29","meta","healthy",0.001330952067672,"M","hosp","m"
"420",0.975,"20 to 29","meta","healthy",0.00144479243073695,"M","hosp","m"
"421",0.025,"30 to 39","meta","healthy",0.00100883494340351,"M","hosp","m"
"422",0.5,"30 to 39","meta","healthy",0.00164304160560688,"M","hosp","m"
"423",0.95,"30 to 39","meta","healthy",0.00233480259735913,"M","hosp","m"
"424",0.975,"30 to 39","meta","healthy",0.00250205714568303,"M","hosp","m"
"425",0.025,"20 to 29","best","healthy",0.000145666986743441,"M","hosp","m"
"426",0.5,"20 to 29","best","healthy",0.000296150460883061,"M","hosp","m"
"427",0.95,"20 to 29","best","healthy",0.000526832571395708,"M","hosp","m"
"428",0.975,"20 to 29","best","healthy",0.000582696145063444,"M","hosp","m"
"429",0.025,"30 to 39","best","healthy",0.000273973171492621,"M","hosp","m"
"430",0.5,"30 to 39","best","healthy",0.000540772821381409,"M","hosp","m"
"431",0.95,"30 to 39","best","healthy",0.000943648611549387,"M","hosp","m"
"432",0.975,"30 to 39","best","healthy",0.00104112277165239,"M","hosp","m"
"433",0.025,"20 to 29","meta","all",0.00121194571783892,"M","hosp","m"
"434",0.5,"20 to 29","meta","all",0.00164185752434341,"M","hosp","m"
"435",0.95,"20 to 29","meta","all",0.00211087718968982,"M","hosp","m"
"436",0.975,"20 to 29","meta","all",0.00223831646320791,"M","hosp","m"
"437",0.025,"30 to 39","meta","all",0.00262137452520098,"M","hosp","m"
"438",0.5,"30 to 39","meta","all",0.00353925099134902,"M","hosp","m"
"439",0.95,"30 to 39","meta","all",0.00454404673695523,"M","hosp","m"
"440",0.975,"30 to 39","meta","all",0.00480607731810157,"M","hosp","m"
"441",0.025,"20 to 29","best","all",0.000304644528859464,"M","hosp","m"
"442",0.5,"20 to 29","best","all",0.000545529115537958,"M","hosp","m"
"443",0.95,"20 to 29","best","all",0.000886791443841058,"M","hosp","m"
"444",0.975,"20 to 29","best","all",0.000964393803271018,"M","hosp","m"
"445",0.025,"30 to 39","best","all",0.000224318504609925,"M","hosp","m"
"446",0.5,"30 to 39","best","all",0.000401688734988251,"M","hosp","m"
"447",0.95,"30 to 39","best","all",0.000652969975623846,"M","hosp","m"
"448",0.975,"30 to 39","best","all",0.00071011081871301,"M","hosp","m"
"449",0.025,"20 to 29","meta","healthy",0.000498330877106623,"M","hosp","b"
"450",0.5,"20 to 29","meta","healthy",0.000813666877813584,"M","hosp","b"
"451",0.95,"20 to 29","meta","healthy",0.00121372187724761,"M","hosp","b"
"452",0.975,"20 to 29","meta","healthy",0.00131753518692406,"M","hosp","b"
"453",0.025,"30 to 39","meta","healthy",0.000903263451010484,"M","hosp","b"
"454",0.5,"30 to 39","meta","healthy",0.00147110232505168,"M","hosp","b"
"455",0.95,"30 to 39","meta","healthy",0.00209047264402234,"M","hosp","b"
"456",0.975,"30 to 39","meta","healthy",0.00224022451523188,"M","hosp","b"
"457",0.025,"20 to 29","best","healthy",0.000132836645960133,"M","hosp","b"
"458",0.5,"20 to 29","best","healthy",0.000270065543351571,"M","hosp","b"
"459",0.95,"20 to 29","best","healthy",0.000480429185303439,"M","hosp","b"
"460",0.975,"20 to 29","best","healthy",0.000531372298243908,"M","hosp","b"
"461",0.025,"30 to 39","best","healthy",0.000245302716747522,"M","hosp","b"
"462",0.5,"30 to 39","best","healthy",0.000484182598994568,"M","hosp","b"
"463",0.95,"30 to 39","best","healthy",0.000844898669482773,"M","hosp","b"
"464",0.975,"30 to 39","best","healthy",0.000932172456750636,"M","hosp","b"
"465",0.025,"20 to 29","meta","all",0.00110519760065481,"M","hosp","b"
"466",0.5,"20 to 29","meta","all",0.00149724279710898,"M","hosp","b"
"467",0.95,"20 to 29","meta","all",0.00192495123418741,"M","hosp","b"
"468",0.975,"20 to 29","meta","all",0.00204116566297597,"M","hosp","b"
"469",0.025,"30 to 39","meta","all",0.00234705569578685,"M","hosp","b"
"470",0.5,"30 to 39","meta","all",0.00316887919608821,"M","hosp","b"
"471",0.95,"30 to 39","meta","all",0.00406852613900135,"M","hosp","b"
"472",0.975,"30 to 39","meta","all",0.00430313602096878,"M","hosp","b"
"473",0.025,"20 to 29","best","all",0.000277811454252646,"M","hosp","b"
"474",0.5,"20 to 29","best","all",0.000497478938788602,"M","hosp","b"
"475",0.95,"20 to 29","best","all",0.000808682898572377,"M","hosp","b"
"476",0.975,"20 to 29","best","all",0.000879450046130833,"M","hosp","b"
"477",0.025,"30 to 39","best","all",0.000200844258938828,"M","hosp","b"
"478",0.5,"30 to 39","best","all",0.000359653237003708,"M","hosp","b"
"479",0.95,"30 to 39","best","all",0.000584638664079583,"M","hosp","b"
"480",0.975,"30 to 39","best","all",0.000635799892643136,"M","hosp","b"
"481",0.025,"20 to 29","meta","healthy",0.00045019841388528,"B","hosp","f"
"482",0.5,"20 to 29","meta","healthy",0.000735076943153751,"B","hosp","f"
"483",0.95,"20 to 29","meta","healthy",0.00109649168682323,"B","hosp","f"
"484",0.975,"20 to 29","meta","healthy",0.00119027794311117,"B","hosp","f"
"485",0.025,"30 to 39","meta","healthy",0.000797691958617462,"B","hosp","f"
"486",0.5,"30 to 39","meta","healthy",0.00129916304449648,"B","hosp","f"
"487",0.95,"30 to 39","meta","healthy",0.00184614269068554,"B","hosp","f"
"488",0.975,"30 to 39","meta","healthy",0.00197839188478072,"B","hosp","f"
"489",0.025,"20 to 29","best","healthy",0.000120006305176825,"B","hosp","f"
"490",0.5,"20 to 29","best","healthy",0.00024398062582008,"B","hosp","f"
"491",0.95,"20 to 29","best","healthy",0.000434025799211171,"B","hosp","f"
"492",0.975,"20 to 29","best","healthy",0.000480048451424373,"B","hosp","f"
"493",0.025,"30 to 39","best","healthy",0.000216632262002422,"B","hosp","f"
"494",0.5,"30 to 39","best","healthy",0.000427592376607727,"B","hosp","f"
"495",0.95,"30 to 39","best","healthy",0.000746148727416158,"B","hosp","f"
"496",0.975,"30 to 39","best","healthy",0.000823222141848884,"B","hosp","f"
"497",0.025,"20 to 29","meta","all",0.000998449483470711,"B","hosp","f"
"498",0.5,"20 to 29","meta","all",0.00135262806987455,"B","hosp","f"
"499",0.95,"20 to 29","meta","all",0.001739025278685,"B","hosp","f"
"500",0.975,"20 to 29","meta","all",0.00184401486274402,"B","hosp","f"
"501",0.025,"30 to 39","meta","all",0.00207273686637272,"B","hosp","f"
"502",0.5,"30 to 39","meta","all",0.00279850740082739,"B","hosp","f"
"503",0.95,"30 to 39","meta","all",0.00359300554104747,"B","hosp","f"
"504",0.975,"30 to 39","meta","all",0.003800194723836,"B","hosp","f"
"505",0.025,"20 to 29","best","all",0.000250978379645827,"B","hosp","f"
"506",0.5,"20 to 29","best","all",0.000449428762039245,"B","hosp","f"
"507",0.95,"20 to 29","best","all",0.000730574353303697,"B","hosp","f"
"508",0.975,"20 to 29","best","all",0.000794506288990647,"B","hosp","f"
"509",0.025,"30 to 39","best","all",0.000177370013267732,"B","hosp","f"
"510",0.5,"30 to 39","best","all",0.000317617739019165,"B","hosp","f"
"511",0.95,"30 to 39","best","all",0.000516307352535319,"B","hosp","f"
"512",0.975,"30 to 39","best","all",0.000561488966573262,"B","hosp","f"
"513",0.025,"20 to 29","meta","healthy",0.000546463340327966,"B","hosp","m"
"514",0.5,"20 to 29","meta","healthy",0.000892256812473418,"B","hosp","m"
"515",0.95,"20 to 29","meta","healthy",0.001330952067672,"B","hosp","m"
"516",0.975,"20 to 29","meta","healthy",0.00144479243073695,"B","hosp","m"
"517",0.025,"30 to 39","meta","healthy",0.00100883494340351,"B","hosp","m"
"518",0.5,"30 to 39","meta","healthy",0.00164304160560688,"B","hosp","m"
"519",0.95,"30 to 39","meta","healthy",0.00233480259735913,"B","hosp","m"
"520",0.975,"30 to 39","meta","healthy",0.00250205714568303,"B","hosp","m"
"521",0.025,"20 to 29","best","healthy",0.000145666986743441,"B","hosp","m"
"522",0.5,"20 to 29","best","healthy",0.000296150460883061,"B","hosp","m"
"523",0.95,"20 to 29","best","healthy",0.000526832571395708,"B","hosp","m"
"524",0.975,"20 to 29","best","healthy",0.000582696145063444,"B","hosp","m"
"525",0.025,"30 to 39","best","healthy",0.000273973171492621,"B","hosp","m"
"526",0.5,"30 to 39","best","healthy",0.000540772821381409,"B","hosp","m"
"527",0.95,"30 to 39","best","healthy",0.000943648611549387,"B","hosp","m"
"528",0.975,"30 to 39","best","healthy",0.00104112277165239,"B","hosp","m"
"529",0.025,"20 to 29","meta","all",0.00121194571783892,"B","hosp","m"
"530",0.5,"20 to 29","meta","all",0.00164185752434341,"B","hosp","m"
"531",0.95,"20 to 29","meta","all",0.00211087718968982,"B","hosp","m"
"532",0.975,"20 to 29","meta","all",0.00223831646320791,"B","hosp","m"
"533",0.025,"30 to 39","meta","all",0.00262137452520098,"B","hosp","m"
"534",0.5,"30 to 39","meta","all",0.00353925099134902,"B","hosp","m"
"535",0.95,"30 to 39","meta","all",0.00454404673695523,"B","hosp","m"
"536",0.975,"30 to 39","meta","all",0.00480607731810157,"B","hosp","m"
"537",0.025,"20 to 29","best","all",0.000304644528859464,"B","hosp","m"
"538",0.5,"20 to 29","best","all",0.000545529115537958,"B","hosp","m"
"539",0.95,"20 to 29","best","all",0.000886791443841058,"B","hosp","m"
"540",0.975,"20 to 29","best","all",0.000964393803271018,"B","hosp","m"
"541",0.025,"30 to 39","best","all",0.000224318504609925,"B","hosp","m"
"542",0.5,"30 to 39","best","all",0.000401688734988251,"B","hosp","m"
"543",0.95,"30 to 39","best","all",0.000652969975623846,"B","hosp","m"
"544",0.975,"30 to 39","best","all",0.00071011081871301,"B","hosp","m"
"545",0.025,"20 to 29","meta","healthy",0.000498330877106623,"B","hosp","b"
"546",0.5,"20 to 29","meta","healthy",0.000813666877813584,"B","hosp","b"
"547",0.95,"20 to 29","meta","healthy",0.00121372187724761,"B","hosp","b"
"548",0.975,"20 to 29","meta","healthy",0.00131753518692406,"B","hosp","b"
"549",0.025,"30 to 39","meta","healthy",0.000903263451010484,"B","hosp","b"
"550",0.5,"30 to 39","meta","healthy",0.00147110232505168,"B","hosp","b"
"551",0.95,"30 to 39","meta","healthy",0.00209047264402234,"B","hosp","b"
"552",0.975,"30 to 39","meta","healthy",0.00224022451523188,"B","hosp","b"
"553",0.025,"20 to 29","best","healthy",0.000132836645960133,"B","hosp","b"
"554",0.5,"20 to 29","best","healthy",0.000270065543351571,"B","hosp","b"
"555",0.95,"20 to 29","best","healthy",0.000480429185303439,"B","hosp","b"
"556",0.975,"20 to 29","best","healthy",0.000531372298243908,"B","hosp","b"
"557",0.025,"30 to 39","best","healthy",0.000245302716747522,"B","hosp","b"
"558",0.5,"30 to 39","best","healthy",0.000484182598994568,"B","hosp","b"
"559",0.95,"30 to 39","best","healthy",0.000844898669482773,"B","hosp","b"
"560",0.975,"30 to 39","best","healthy",0.000932172456750636,"B","hosp","b"
"561",0.025,"20 to 29","meta","all",0.00110519760065481,"B","hosp","b"
"562",0.5,"20 to 29","meta","all",0.00149724279710898,"B","hosp","b"
"563",0.95,"20 to 29","meta","all",0.00192495123418741,"B","hosp","b"
"564",0.975,"20 to 29","meta","all",0.00204116566297597,"B","hosp","b"
"565",0.025,"30 to 39","meta","all",0.00234705569578685,"B","hosp","b"
"566",0.5,"30 to 39","meta","all",0.00316887919608821,"B","hosp","b"
"567",0.95,"30 to 39","meta","all",0.00406852613900135,"B","hosp","b"
"568",0.975,"30 to 39","meta","all",0.00430313602096878,"B","hosp","b"
"569",0.025,"20 to 29","best","all",0.000277811454252646,"B","hosp","b"
"570",0.5,"20 to 29","best","all",0.000497478938788602,"B","hosp","b"
"571",0.95,"20 to 29","best","all",0.000808682898572377,"B","hosp","b"
"572",0.975,"20 to 29","best","all",0.000879450046130833,"B","hosp","b"
"573",0.025,"30 to 39","best","all",0.000200844258938828,"B","hosp","b"
"574",0.5,"30 to 39","best","all",0.000359653237003708,"B","hosp","b"
"575",0.95,"30 to 39","best","all",0.000584638664079583,"B","hosp","b"
"576",0.975,"30 to 39","best","all",0.000635799892643136,"B","hosp","b"
