"","REG","PROV","NOME_REGIONE","NOME_PROVINCIA","NOME_COMUNE","COD_PROVCOM","DATA_INIZIO_DIFF","CL_ETA","GE","MASCHI_15","MASCHI_16","MASCHI_17","MASCHI_18","MASCHI_19","MASCHI_20","FEMMINE_15","FEMMINE_16","FEMMINE_17","FEMMINE_18","FEMMINE_19","FEMMINE_20","TOTALE_15","TOTALE_16","TOTALE_17","TOTALE_18","TOTALE_19","TOTALE_20"
"170",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,303,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"171",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,303,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
"172",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"173",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",9,304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"174",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,304,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
"175",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,304,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1
"176",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"177",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"178",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"179",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"180",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"181",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"182",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,307,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"183",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,307,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2
"184",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"185",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"186",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,308,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2
"187",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,308,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"188",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"189",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"190",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,309,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"191",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"192",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"193",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"194",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"195",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,311,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"196",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"197",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",21,311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"198",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,312,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"199",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,312,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"200",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,312,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
"201",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"202",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"203",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,314,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"204",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"205",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"206",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,314,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"207",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"208",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"209",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,316,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"210",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"211",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"212",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,316,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,2
"213",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"214",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,317,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
"215",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,317,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"216",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,317,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"217",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"218",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"219",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,318,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"220",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"221",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,318,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"222",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,319,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"223",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,319,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"224",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,319,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
"225",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,320,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"226",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"227",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,320,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"228",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"229",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"230",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,321,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2
"231",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"232",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,321,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"233",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"234",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,322,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"235",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,322,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"236",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"237",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"238",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"239",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"240",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,324,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"241",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,324,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"242",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"243",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"244",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,325,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"245",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"246",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"247",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"248",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"249",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"250",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"251",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"252",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,329,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"253",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,329,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"254",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,329,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"255",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,330,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"256",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"257",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"258",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"259",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,401,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"260",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"261",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,402,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"262",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"263",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,403,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"264",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"265",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,405,0,0,0,1,0,9999,0,0,0,0,0,9999,0,0,0,1,0,9999
"266",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,405,1,0,0,0,0,9999,0,0,0,0,0,9999,1,0,0,0,0,9999
"267",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,405,0,0,0,1,0,9999,0,0,0,0,0,9999,0,0,0,1,0,9999
"268",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,405,0,0,0,0,0,9999,0,0,1,0,0,9999,0,0,1,0,0,9999
"269",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,406,0,1,0,0,0,9999,0,0,0,0,0,9999,0,1,0,0,0,9999
"270",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,406,0,0,0,0,0,9999,1,0,0,0,0,9999,1,0,0,0,0,9999
"271",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,407,1,0,0,0,0,9999,0,0,0,0,0,9999,1,0,0,0,0,9999
"272",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,407,0,0,0,0,1,9999,0,0,0,0,0,9999,0,0,0,0,1,9999
"273",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",7,408,0,0,0,0,0,9999,0,1,0,0,0,9999,0,1,0,0,0,9999
"274",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,408,0,0,0,1,0,9999,0,0,0,0,0,9999,0,0,0,1,0,9999
"275",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,408,0,1,0,0,0,9999,0,0,0,0,0,9999,0,1,0,0,0,9999
"276",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,408,0,0,1,0,0,9999,0,0,0,0,0,9999,0,0,1,0,0,9999
"277",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,409,0,0,0,0,1,9999,0,0,0,0,0,9999,0,0,0,0,1,9999
"278",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,410,0,0,0,0,0,9999,1,0,0,0,0,9999,1,0,0,0,0,9999
"279",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",10,412,0,0,0,0,0,9999,0,0,1,0,0,9999,0,0,1,0,0,9999
"280",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",10,415,0,0,0,0,1,9999,0,0,0,0,0,9999,0,0,0,0,1,9999
"281",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,415,0,0,0,0,0,9999,1,0,0,0,0,9999,1,0,0,0,0,9999
"282",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,415,0,0,0,0,0,9999,0,1,0,0,0,9999,0,1,0,0,0,9999
"283",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",11,416,0,0,0,1,0,9999,0,0,0,0,0,9999,0,0,0,1,0,9999
"284",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,416,0,0,0,0,0,9999,0,0,0,1,0,9999,0,0,0,1,0,9999
"285",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,417,0,0,0,0,0,9999,0,0,0,0,1,9999,0,0,0,0,1,9999
"286",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,418,0,1,0,0,0,9999,0,0,0,0,0,9999,0,1,0,0,0,9999
"287",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,418,1,0,0,0,0,9999,0,0,0,1,0,9999,1,0,0,1,0,9999
"288",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,420,0,0,0,0,0,9999,0,0,0,1,0,9999,0,0,0,1,0,9999
"289",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,420,0,0,0,0,0,9999,0,0,1,0,0,9999,0,0,1,0,0,9999
"290",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,420,0,0,0,0,0,9999,1,0,0,0,0,9999,1,0,0,0,0,9999
"291",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,421,0,0,0,1,0,9999,0,0,0,0,0,9999,0,0,0,1,0,9999
"292",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,422,0,0,0,0,0,9999,0,0,1,0,0,9999,0,0,1,0,0,9999
"293",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,422,0,1,0,0,0,9999,0,0,0,1,0,9999,0,1,0,1,0,9999
"294",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,422,0,0,0,1,0,9999,0,0,0,0,0,9999,0,0,0,1,0,9999
"295",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,423,0,0,1,1,0,9999,0,0,0,0,0,9999,0,0,1,1,0,9999
"296",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,424,0,0,1,0,0,9999,0,0,0,0,0,9999,0,0,1,0,0,9999
"297",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,424,0,0,0,0,1,9999,0,0,1,0,0,9999,0,0,1,0,1,9999
"298",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,424,0,0,0,0,0,9999,1,0,0,1,0,9999,1,0,0,1,0,9999
"299",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,425,0,0,0,0,0,9999,0,0,0,1,0,9999,0,0,0,1,0,9999
"300",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,426,0,0,0,0,0,9999,0,0,0,0,1,9999,0,0,0,0,1,9999
"301",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,426,0,0,1,0,0,9999,0,0,0,0,0,9999,0,0,1,0,0,9999
"302",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,427,1,0,1,0,0,9999,0,0,0,0,0,9999,1,0,1,0,0,9999
"303",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,427,1,0,0,0,1,9999,0,0,0,0,0,9999,1,0,0,0,1,9999
"304",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,428,0,0,0,0,0,9999,0,0,1,0,0,9999,0,0,1,0,0,9999
"305",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,430,1,0,0,0,0,9999,0,0,0,0,0,9999,1,0,0,0,0,9999
"306",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,430,0,0,0,2,0,9999,0,0,0,0,0,9999,0,0,0,2,0,9999
"307",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,430,0,0,1,0,0,9999,0,0,2,0,0,9999,0,0,3,0,0,9999
"308",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"309",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",15,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"310",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",16,104,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"311",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",13,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"312",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",17,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"313",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,105,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"314",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",17,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"315",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",18,110,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"316",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",15,111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"317",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",17,111,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"318",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,111,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"319",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",17,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"320",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"321",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",20,112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"322",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",11,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"323",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",16,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"324",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",20,113,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"325",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",17,114,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
"326",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",16,116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"327",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",18,116,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"328",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",12,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"329",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",17,118,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"330",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",15,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"331",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"332",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",16,121,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"333",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"334",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",16,122,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"335",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",18,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"336",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",16,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"337",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"338",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",14,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"339",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",18,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"340",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",18,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"341",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,"1 aprile",19,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
