"","REG","PROV","NOME_REGIONE","NOME_PROVINCIA","NOME_COMUNE","COD_PROVCOM","TIPO_COMUNE","CL_ETA","GE","M_15","M_16","M_17","M_18","M_19","M_20","F_15","F_16","F_17","F_18","F_19","F_20","T_15","T_16","T_17","T_18","T_19","T_20"
"552",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,318,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"553",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,319,0,0,0,0,1,"0",0,0,0,0,1,"0",0,0,0,0,2,"0"
"554",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,320,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"555",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,322,0,0,1,0,0,"0",0,0,0,0,1,"0",0,0,1,0,1,"0"
"556",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,323,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"557",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,324,0,0,0,0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"2"
"558",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,325,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"559",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,328,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"560",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,329,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"561",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,331,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"562",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,403,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"563",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,404,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"564",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,406,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"565",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,407,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"566",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,410,0,0,0,0,0,"0",1,0,0,0,0,"1",1,0,0,0,0,"1"
"567",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,415,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"568",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,416,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"569",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,417,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"570",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,418,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"571",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,421,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"572",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,422,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"573",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,423,0,0,1,1,0,"0",0,1,0,0,0,"0",0,1,1,1,0,"0"
"574",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,426,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"575",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,427,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"576",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,428,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"577",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,430,0,0,1,0,0,"0",0,0,2,0,0,"0",0,0,3,0,0,"0"
"578",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,502,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"579",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,503,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"580",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,507,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"581",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,510,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"582",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,511,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"583",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,512,0,0,0,1,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,1,0,"n.d."
"584",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,514,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"585",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,519,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"586",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,524,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"587",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,526,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"588",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,528,0,0,0,0,0,"n.d.",1,1,0,0,0,"n.d.",1,1,0,0,0,"n.d."
"589",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,530,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"590",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,603,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"591",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,610,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"592",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,613,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"593",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,614,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"594",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,615,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"595",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,616,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"596",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,620,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"597",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,622,0,0,0,0,0,"n.d.",1,0,0,1,0,"n.d.",1,0,0,1,0,"n.d."
"598",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,630,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"599",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,701,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"600",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,705,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"601",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,706,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"602",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,709,0,0,0,0,1,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,1,"n.d."
"603",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,712,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"604",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,713,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"605",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,715,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"606",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,720,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"607",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,723,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"608",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,724,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"609",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,726,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"610",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,802,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"611",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,803,0,0,0,0,0,"n.d.",0,0,0,2,0,"n.d.",0,0,0,2,0,"n.d."
"612",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,805,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"613",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,806,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"614",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,809,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"615",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,814,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"616",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,817,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"617",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,818,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"618",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,819,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"619",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,830,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"620",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,902,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"621",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,906,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"622",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,911,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"623",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,912,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"624",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,913,0,0,0,0,0,"n.d.",0,0,0,1,1,"n.d.",0,0,0,1,1,"n.d."
"625",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,914,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"626",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,919,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"627",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,922,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"628",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,924,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"629",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,925,0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,2,"n.d."
"630",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,927,0,0,0,0,0,"n.d.",0,0,1,1,0,"n.d.",0,0,1,1,0,"n.d."
"631",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,930,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"632",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1002,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"633",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1005,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"634",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1009,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"635",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1010,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"636",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1011,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"637",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1013,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"638",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1021,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"639",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1023,0,0,0,0,1,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,1,"n.d."
"640",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1025,1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",2,0,0,0,0,"n.d."
"641",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1026,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"642",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1102,0,1,1,0,0,"n.d.",0,0,1,0,0,"n.d.",0,1,2,0,0,"n.d."
"643",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1106,0,0,0,0,0,"n.d.",0,0,1,1,0,"n.d.",0,0,1,1,0,"n.d."
"644",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1108,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"645",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1114,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"646",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1117,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"647",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1120,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"648",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1126,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"649",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1201,0,1,0,0,0,"n.d.",2,0,0,0,0,"n.d.",2,1,0,0,0,"n.d."
"650",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1205,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"651",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1207,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"652",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1208,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"653",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1209,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"654",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1210,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"655",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1212,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"656",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1213,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"657",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1215,0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,2,0,0,0,"n.d."
"658",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1220,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"659",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1222,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"660",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1224,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"661",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1225,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"662",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1227,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"663",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1228,0,0,0,0,0,"n.d.",0,1,0,0,1,"n.d.",0,1,0,0,1,"n.d."
"664",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,18,1229,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"665",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,101,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"666",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,105,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"667",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,109,0,0,0,1,1,"0",0,0,0,1,0,"0",0,0,0,2,1,"0"
"668",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,110,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"669",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,111,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"670",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,114,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"671",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,120,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"672",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,124,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"673",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,125,0,0,0,0,0,"0",0,0,1,1,0,"0",0,0,1,1,0,"0"
"674",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,128,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"675",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,129,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"676",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,201,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"677",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,202,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"678",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,203,2,0,0,0,0,"0",0,0,0,0,0,"0",2,0,0,0,0,"0"
"679",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,204,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"680",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,206,0,0,0,0,0,"0",0,1,0,1,0,"0",0,1,0,1,0,"0"
"681",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,207,0,0,0,0,0,"0",1,0,1,0,0,"0",1,0,1,0,0,"0"
"682",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,208,0,0,0,0,0,"0",1,0,0,0,0,"1",1,0,0,0,0,"1"
"683",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,209,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"684",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,210,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"685",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,212,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"686",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,214,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"687",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,218,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"688",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,224,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"689",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,301,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"690",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,303,0,0,0,0,1,"0",0,0,0,0,1,"0",0,0,0,0,2,"0"
"691",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,307,0,0,0,0,0,"2",0,0,0,0,1,"0",0,0,0,0,1,"2"
"692",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,308,0,0,1,0,0,"0",0,0,0,0,0,"2",0,0,1,0,0,"2"
"693",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,310,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"694",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,312,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"695",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,316,0,0,0,0,0,"0",0,0,1,0,1,"2",0,0,1,0,1,"2"
"696",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,317,0,0,0,0,0,"1",0,0,0,0,1,"0",0,0,0,0,1,"1"
"697",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,320,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"698",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,321,0,0,0,0,0,"0",1,0,0,0,0,"1",1,0,0,0,0,"1"
"699",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,323,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"700",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,324,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"701",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,325,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"702",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,327,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"703",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,328,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"704",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,330,0,0,0,0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"2"
"705",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,331,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"706",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,402,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"707",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,405,0,0,0,0,0,"0",0,0,1,0,0,"1",0,0,1,0,0,"1"
"708",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,408,0,0,1,0,0,"0",0,0,0,0,0,"1",0,0,1,0,0,"1"
"709",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,411,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"710",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,418,1,0,0,0,0,"0",0,0,0,1,0,"0",1,0,0,1,0,"0"
"711",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,420,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"712",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,426,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"713",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,430,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"714",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,501,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"715",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,503,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"716",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,504,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"717",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,516,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"718",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,19,517,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
