"","REG","PROV","NOME_REGIONE","NOME_PROVINCIA","NOME_COMUNE","COD_PROVCOM","TIPO_COMUNE","CL_ETA","GE","M_15","M_16","M_17","M_18","M_19","M_20","F_15","F_16","F_17","F_18","F_19","F_20","T_15","T_16","T_17","T_18","T_19","T_20"
"1",3,98,"Lombardia","Lodi","Bertonico",98002,2,9,1006,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"2",3,98,"Lombardia","Lodi","Bertonico",98002,2,11,707,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"3",3,98,"Lombardia","Lodi","Bertonico",98002,2,11,717,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"4",3,98,"Lombardia","Lodi","Bertonico",98002,2,12,605,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"5",3,98,"Lombardia","Lodi","Bertonico",98002,2,12,728,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"6",3,98,"Lombardia","Lodi","Bertonico",98002,2,13,209,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"7",3,98,"Lombardia","Lodi","Bertonico",98002,2,13,304,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"8",3,98,"Lombardia","Lodi","Bertonico",98002,2,13,505,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"9",3,98,"Lombardia","Lodi","Bertonico",98002,2,13,509,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"10",3,98,"Lombardia","Lodi","Bertonico",98002,2,13,1001,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"11",3,98,"Lombardia","Lodi","Bertonico",98002,2,14,510,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"12",3,98,"Lombardia","Lodi","Bertonico",98002,2,14,717,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"13",3,98,"Lombardia","Lodi","Bertonico",98002,2,14,918,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"14",3,98,"Lombardia","Lodi","Bertonico",98002,2,14,1218,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"15",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,219,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"16",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,505,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"17",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,608,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"18",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,609,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"19",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,626,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"20",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,705,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"21",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,927,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"22",3,98,"Lombardia","Lodi","Bertonico",98002,2,15,1109,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"23",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,220,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"24",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,316,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"25",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,320,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"26",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,328,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"27",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,406,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"28",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,412,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"29",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,426,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"30",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,705,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"31",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,816,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"32",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,925,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"33",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,1029,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"34",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,1125,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"35",3,98,"Lombardia","Lodi","Bertonico",98002,2,16,1203,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"36",3,98,"Lombardia","Lodi","Bertonico",98002,2,17,108,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"37",3,98,"Lombardia","Lodi","Bertonico",98002,2,17,220,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"38",3,98,"Lombardia","Lodi","Bertonico",98002,2,17,306,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"39",3,98,"Lombardia","Lodi","Bertonico",98002,2,17,309,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"40",3,98,"Lombardia","Lodi","Bertonico",98002,2,17,601,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"41",3,98,"Lombardia","Lodi","Bertonico",98002,2,17,611,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"42",3,98,"Lombardia","Lodi","Bertonico",98002,2,17,1115,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"43",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,113,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"44",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,122,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"45",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,330,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"46",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,614,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"47",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,708,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"48",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,801,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"49",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,808,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"50",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,917,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"51",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,926,0,0,0,1,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,1,0,"n.d."
"52",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,1004,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"53",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,1013,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"54",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,1028,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"55",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,1123,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"56",3,98,"Lombardia","Lodi","Bertonico",98002,2,18,1205,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"57",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,112,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"58",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,128,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"59",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,202,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"60",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,426,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"61",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,718,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"62",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,802,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"63",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,829,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"64",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,1008,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"65",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,1028,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"66",3,98,"Lombardia","Lodi","Bertonico",98002,2,19,1221,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"67",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,118,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"68",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,129,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"69",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,130,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"70",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,317,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"71",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,509,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"72",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,609,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"73",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,907,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"74",3,98,"Lombardia","Lodi","Bertonico",98002,2,20,1017,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"75",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,0,208,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"76",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,0,517,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"77",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,0,1030,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"78",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,2,1003,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"79",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,4,529,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"80",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,5,516,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"81",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,5,1125,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"82",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,7,408,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"83",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,7,806,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"84",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,7,821,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"85",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,8,425,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"86",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,8,602,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"87",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,8,724,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"88",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,8,1012,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"89",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,8,1102,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"90",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,9,304,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"91",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,9,515,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"92",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,9,517,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"93",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,9,827,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"94",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,9,929,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"95",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,122,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"96",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,217,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"97",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,222,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"98",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,223,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"99",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,408,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"100",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,412,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"101",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,415,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"102",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,513,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"103",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,706,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"104",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,709,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"105",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,10,1006,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"106",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,102,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"107",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,107,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"108",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,113,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"109",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,115,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"110",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,120,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"111",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,223,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"112",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,315,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"113",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,416,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"114",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,417,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"115",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,501,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"116",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,511,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"117",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,619,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"118",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,704,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"119",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,812,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"120",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,816,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"121",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,918,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"122",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,11,1129,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"123",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,211,0,0,0,0,1,"0",0,0,1,0,0,"0",0,0,1,0,1,"0"
"124",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,222,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"125",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,224,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"126",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,318,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"127",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,330,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"128",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,403,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"129",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,405,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"130",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,408,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"131",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,415,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"132",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,509,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"133",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,510,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"134",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,528,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"135",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,730,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"136",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,824,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"137",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,905,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"138",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,1017,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"139",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,1023,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"140",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,12,1103,0,1,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,1,0,0,0,"n.d."
"141",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,302,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"142",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,309,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"143",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,316,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"144",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,318,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"145",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,320,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"146",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,401,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"147",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,405,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"148",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,424,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"149",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,430,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"150",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,701,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"151",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,708,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"152",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,722,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"153",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,723,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"154",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,724,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"155",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,801,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"156",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,902,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"157",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,909,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"158",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,926,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"159",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,1007,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"160",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,1112,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"161",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,1201,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"162",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,1205,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"163",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,1206,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"164",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,1214,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"165",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,13,1221,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"166",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,14,109,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"167",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,1,14,130,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
