"","hypermean","hypersd","beta","theta_min","rr_healthy_25","rr_healthy_35","rr_healthy_30","metaanalysis_ifr_25","metaanalysis_ifr_30","metaanalysis_ifr_35","replications_25","replications_35","ifr_min_25","ifr_min_30","ifr_min_35","min_healthy_ifr_25","min_healthy_ifr_30","min_healthy_ifr_35","metaanalysis_healthy_ifr_25","metaanalysis_healthy_ifr_35"
"27",-8.9455583451606,0.607409207974497,1.12261764909282,-9.88320744039662,2.1429867040624,2.64696972256039,2.39497821331139,0.000130297709668455,0.00022838496001818,0.000400282080444511,0.000190397296896404,0.00081611946726072,5.10217541894971e-05,8.94359299266482e-05,0.000156767526778982,2.38087124352086e-05,3.73431079370825e-05,5.92252814389363e-05,6.08019216458291e-05,0.000151222765048224
"28",-8.76341235758281,0.580724001907777,1.13024792972895,-9.94312914361721,1.703262733521,2.33125507363119,2.0172589035761,0.000156325733005728,0.000275048399129106,0.000483892183633156,0.000148398012673619,0.000611789991251047,4.80543834839511e-05,8.45565734869076e-05,0.000148781762529911,2.82131361992596e-05,4.19165697258839e-05,6.38204562910256e-05,9.17801639930029e-05,0.00020756724097095
"29",-8.85927748069951,0.580081609112388,1.12383493039024,-9.88043246272867,1.63098050300222,1.70262907822679,1.6668047906145,0.000142037488984051,0.00024911170235914,0.000436867980013512,0.000172770369420542,0.000456883156011398,5.11635277923175e-05,8.97390323229829e-05,0.000157394535594846,3.13697973079007e-05,5.38389575241733e-05,9.244205776091e-05,8.70871777575488e-05,0.000256584352751975
"30",-8.82525719799662,0.801045944920366,1.12560629801388,-9.85799227963281,2.16133967492065,3.69569995839537,2.92851981665801,0.0001469520579384,0.000257958447887088,0.000452780189693933,0.000412649393302678,0.000139482682922316,5.23245648705394e-05,9.18566827692213e-05,0.000161251186236902,2.42093204865914e-05,3.13662493409544e-05,4.36321097632926e-05,6.79911906691831e-05,0.000122515408391142
"31",-8.62005692457261,0.715480979125393,1.10875929123888,-10.0310414632775,3.16670001734365,2.82789691281774,2.99729846508069,0.000180417426049204,0.000314039630604285,0.000546572085646354,6.10965098956088e-05,0.000277768405803575,4.40103609950136e-05,7.66134097902996e-05,0.000133365704313907,1.38978623658616e-05,2.55608210803381e-05,4.71607376172071e-05,5.69733239842987e-05,0.000193278645755776
"32",-8.78114742743071,0.67456055209024,1.14032834315974,-10.0167424374146,1.59196998032363,2.40979351431991,2.00088174732177,0.000153578147327949,0.000271579709477141,0.000480204067553103,6.84880655374957e-05,0.00105315607353254,4.46441587365298e-05,7.89530471548808e-05,0.000139624521373343,2.80433420782558e-05,3.9459127087626e-05,5.79404503098052e-05,9.64705046113546e-05,0.000199271873170688
"33",-8.99896152389134,0.508178851855114,1.12878938773871,-10.0143702369162,2.21606783273349,1.99801019064714,2.10703901169032,0.000123522769028023,0.000217180004682805,0.000381822761626472,7.19984009489516e-05,0.000753190591833626,4.47501846004538e-05,7.86852979390205e-05,0.000138350642269265,2.01935084925875e-05,3.73440157028214e-05,6.92442125254898e-05,5.57396155494298e-05,0.000191101508597813
"34",-8.90451393059126,0.645181217992067,1.11614367611679,-9.95591460409645,1.07256440867511,2.04008006911373,1.55632223889442,0.000135756231490444,0.00023718282434158,0.000414356146587631,0.000132119792824262,0.000296154411580764,4.74439260182218e-05,8.28958410534287e-05,0.00014483494512187,4.4234104389896e-05,5.32639314543988e-05,7.09947356060346e-05,0.000126571635598218,0.000203107786238821
"35",-8.69549228306135,0.748444579981498,1.12172465667269,-9.94804982484353,2.08951539493488,2.46657987907818,2.27804763700653,0.000167310430222353,0.000293121570310969,0.0005134893608859,0.000288082018202672,0.000426048920067966,4.78185152805247e-05,8.37837667213265e-05,0.000146795224323303,2.28849786876133e-05,3.67787597415753e-05,5.95136713667525e-05,8.00714034593496e-05,0.000208178687113025
"36",-8.98954354860235,0.710631994507788,1.12281267172712,-9.96029946021081,2.21318639582275,1.79081674872285,2.0020015722728,0.000124691453036718,0.000218580581533566,0.00038313847187365,0.000131757082374769,0.000457528273804711,4.72363564698167e-05,8.28088236359074e-05,0.000145166098372238,2.13431442371833e-05,4.13630162846963e-05,8.10613919463091e-05,5.63402401497072e-05,0.000213946218755711
"37",-8.79929401910525,0.620249089394858,1.11513653919413,-9.96431074107831,1.54041761673356,1.98088598925028,1.76065180299192,0.000150816778207366,0.000263359867375812,0.000459846678177168,0.000295192033648612,0.000466971716842047,4.70472665911444e-05,8.21614259863713e-05,0.00014347960019664,3.05418907704442e-05,4.66653462352705e-05,7.24320334311336e-05,9.79064226278917e-05,0.000232141920672178
"38",-8.97032706720446,0.576450231413197,1.12094367569994,-9.92736161545227,1.67557833641372,1.99125093845368,1.8334146374337,0.000127110447291563,0.00022261252215076,0.000389840331982047,0.000105191705757487,0.000138719091358882,4.88180500854143e-05,8.55016158924143e-05,0.000149746349686617,2.91350449122544e-05,4.66351768698072e-05,7.52021489581333e-05,7.58606413852426e-05,0.000195776596738119
"39",-8.78973923925941,0.698233825010206,1.13901168629327,-9.94611016461154,1.92466860737657,1.90410525774525,1.91438693256091,0.000152264485150545,0.000269079815053462,0.000475471726761073,0.000197273166707541,0.000443183113984896,4.79113525163497e-05,8.46750981478864e-05,0.000149644491433708,2.48932997258451e-05,4.42309215068737e-05,7.85904512500057e-05,7.91120531435747e-05,0.000249708741061984
"40",-8.94578522607365,0.624727124640463,1.11981091622555,-9.94941136941724,1.66317329661924,1.77623404982293,1.71970367322109,0.000130268154808956,0.000228013024193872,0.000399070103065683,0.000157336713009999,0.00038981280774769,4.77534556504518e-05,8.35897624118552e-05,0.000146315284870075,2.87122549090471e-05,4.86070732495952e-05,8.23738768461629e-05,7.83250639447819e-05,0.000224672026248717
"41",-9.013038713967,0.576666332013773,1.13916586829739,-9.99181429447938,1.9655210807555,2.35282824803567,2.15917466439558,0.000121796307688481,0.000215258470942064,0.000380412894391481,7.28857998465229e-05,0.000736063763684031,4.57709903262026e-05,8.08987437583838e-05,0.000142982055947754,2.32869495902884e-05,3.74674384117182e-05,6.07702904226548e-05,6.19664214650219e-05,0.000161683240036361
"42",-9.01670195262469,0.758653662959576,1.11821952378208,-9.97983982419687,1.88253234153096,2.52220546636632,2.20236890394864,0.000121351009004488,0.000212237537465325,0.000371168779877546,8.47838729503343e-05,0.000462716114383911,4.63223427899133e-05,8.10202782493541e-05,0.000141705157358076,2.46063994588491e-05,3.6787787052429e-05,5.61830347478501e-05,6.44615799300424e-05,0.000147160405774665
"43",-8.7710882326933,0.558039441642836,1.12656417268844,-9.96533825163917,1.6113251887699,1.97416222120886,1.79274370498938,0.000155130575158817,0.000272443684622786,0.000478429064531896,0.00024766284860597,0.000199134720830245,4.69989521259277e-05,8.25473313307978e-05,0.000144979374739657,2.91678876824405e-05,4.60452495808858e-05,7.34384303286286e-05,9.62751505655079e-05,0.000242345365234948
"44",-8.7184094747232,0.600677691183381,1.10686072748155,-10.0367142845621,2.01388720923381,2.41395171328231,2.21391946125806,0.00016352036669207,0.000284361707238548,0.00049446047960358,0.000223368912816906,0.000590008972866705,4.37614157864689e-05,7.61077825054126e-05,0.000132359887385861,2.17298245829358e-05,3.43769427195713e-05,5.48312075413835e-05,8.11963877332939e-05,0.000204834453350042
"45",-8.84684507430844,0.529179151325149,1.13521512867178,-10.0438096409594,2.59956630299557,2.02743938853374,2.31350284576465,0.000143814123852789,0.000253666230459043,0.000447391084336532,6.78932388379961e-05,0.000436540558633712,4.34520253526851e-05,7.66486375160347e-05,0.000135203470555059,1.67151056322795e-05,3.31309890784686e-05,6.66868125970656e-05,5.5322352689011e-05,0.000220668044069169
"46",-8.71226874256055,0.542808647754111,1.10345871011682,-10.0145601258982,2.22878752245975,1.98928171440908,2.10903461843441,0.000164527425132873,0.000285626639884864,0.000495815849547752,0.000183388443281945,0.000694414515079095,4.47416882203619e-05,7.76803324549315e-05,0.000134864998649236,2.00744520370357e-05,3.68321751458947e-05,6.77958268415985e-05,7.38192508145848e-05,0.000249243657123263
"47",-8.79316841526025,0.622762108233,1.11827740981037,-9.99847463062802,2.06910053746399,2.49251608070976,2.28080830908688,0.000151743316763577,0.000265393974563035,0.000464125652850123,0.000241896799808146,0.000472426673314028,4.54671669116185e-05,7.95268819465488e-05,0.00013909737537008,2.19743632986272e-05,3.4867849976567e-05,5.58060092155837e-05,7.3337817093007e-05,0.000186207686458721
"48",-8.69901802264896,0.521814593537923,1.11469773472652,-9.89699599256059,2.32986148808424,2.96994962241986,2.64990555525205,0.000166721674073374,0.00029106607237625,0.000508101910664846,0.000155618221290763,0.000317465065256491,5.03231012489279e-05,8.78627173446295e-05,0.000153401533684934,2.15991815420352e-05,3.31569240913087e-05,5.1651224157784e-05,7.15586205128712e-05,0.000171080986299981
"49",-8.79393332146637,0.553582266807667,1.11715644787459,-9.89259141383934,1.62960977155209,2.33023167049714,1.97992072102461,0.000151627309331197,0.000265042550959358,0.000463251602972791,0.000114858033502374,0.000204879719479094,5.05452309411643e-05,8.83590834043277e-05,0.000154457831257396,3.10167696730387e-05,4.46275865826596e-05,6.62843240923093e-05,9.30451645407002e-05,0.000198800663830116
"50",-8.80907891616275,0.759543775021085,1.12677532751752,-9.82325118899147,1.74870728168386,2.36038593500914,2.0545466083465,0.000149348467306254,0.000262317854430044,0.000460699581519197,6.65905364595064e-05,0.000352503782276808,5.41742223700755e-05,9.51592561859744e-05,0.000167145975691236,3.09795829968239e-05,4.63164261153261e-05,7.0812985796998e-05,8.54050697166672e-05,0.000195179768988673
"51",-8.81232191099639,0.528475133528527,1.11431949579353,-9.91917658438242,1.90612427748549,2.44845958733481,2.17729193241015,0.000148864987484099,0.000259845835627584,0.000453526867706828,0.000322985236612626,0.000973193299668895,4.92192473414046e-05,8.59192411394948e-05,0.00014998022887342,2.58216360406119e-05,3.94615163270213e-05,6.12549333667687e-05,7.80982589868053e-05,0.000185229468377912
"52",-8.8164981650324,0.648294526440903,1.11990520296788,-9.94492136683585,1.65772343291821,2.57324709829573,2.11548526560697,0.00014824467782964,0.000259486706526809,0.000454166252745253,0.000203569782383635,0.000355621300644584,4.79683405604416e-05,8.39698511246892e-05,0.00014698747746176,2.89362746571057e-05,3.96929501187505e-05,5.712140025694e-05,8.94266648379785e-05,0.000176495390996865
"53",-8.95468034152442,0.699619717743977,1.13594149968805,-9.96873105920876,2.64590067381914,2.49208052826803,2.56899060104359,0.000129114691842635,0.000227823935150881,0.000401966868457068,7.1337032945864e-05,0.000438687196871473,4.68397713818999e-05,8.26543612708491e-05,0.00014584948106833,1.77027701173266e-05,3.21738667464462e-05,5.85251878556645e-05,4.87980116261387e-05,0.000161297704427084
"54",-8.70340220447984,0.650160745176058,1.114378181565,-10.0085786227138,1.74821776289563,2.18167925609956,1.96494850949759,0.000165992456947566,0.000289746862951504,0.000505718751851722,0.000214884746265998,0.00119639128488523,4.501010067992e-05,7.85741251615917e-05,0.000137163403860914,2.57462780868719e-05,3.99878799784336e-05,6.28705633412573e-05,9.49495311571642e-05,0.000231802521125793
"55",-8.74578991229613,0.697270749284559,1.114511554818,-10.0201058971042,2.25788030555244,2.48928554113064,2.37358292334154,0.000159104549229905,0.000277743670790855,0.000484805256675289,0.000222563631117616,0.000993000141247156,4.44942588219238e-05,7.76788295607011e-05,0.000135609657954642,1.97062079475632e-05,3.27264022658811e-05,5.44773412748173e-05,7.04663346585048e-05,0.000194756788108402
"56",-9.17893657909827,0.791877155365026,1.13208754533344,-10.0826146791949,1.98791151131782,2.56448850929487,2.27620001030634,0.000103179562328269,0.000181714363090576,0.000320006550672482,0.000284326782730193,0.000130792318333608,4.17982335748232e-05,7.36162678924465e-05,0.000129651977402551,2.10262043037894e-05,3.23417395479841e-05,5.0556661467826e-05,5.19034985917806e-05,0.000124783772480412
"57",-8.53895106280791,0.667294486784918,1.11272004101842,-10.0373284695768,1.42270552503075,1.99936244808408,1.71103398655741,0.000195657135528867,0.000341237330851471,0.000595073118321122,0.000319616557666457,0.000246723236064402,4.37345476080091e-05,7.62841986473006e-05,0.000133055863278954,3.07404075112901e-05,4.45836840452151e-05,6.65491459072151e-05,0.000137524689464208,0.00029763143690698
"58",-8.63631021044121,0.569319311273506,1.11762345447191,-9.95174105736818,1.94306914247158,2.58369371537481,2.2633814289232,0.000177509268152908,0.000310350305206264,0.000542550465090287,0.000127106076167558,0.00073831828810133,4.76423397833532e-05,8.33041127122014e-05,0.000145655943385578,2.45191170720525e-05,3.68051587097423e-05,5.63750813491636e-05,9.13550960554687e-05,0.000209990240662709
"59",-8.89177981656651,0.636841905225291,1.12775085210913,-9.87690673229787,1.72513473226555,1.9219504240663,1.82354257816592,0.000137495781434955,0.000241619583105125,0.000424561529822209,0.000155859142238187,0.000895319885578575,5.13442256961433e-05,9.02324406825676e-05,0.000158569993499742,2.97624439041437e-05,4.94819489070123e-05,8.25047261959302e-05,7.97014742462389e-05,0.000220901395013071
"60",-9.05682102495008,0.580513570551331,1.10852815041812,-9.93307501783899,2.10160621049949,1.63395312649711,1.8677796684983,0.000116579442067969,0.000202907595339983,0.000353139965471241,0.000199084751177241,0.00038852600747587,4.85399416892747e-05,8.44884740505517e-05,0.000147056464204994,2.30965922382472e-05,4.52347112860912e-05,9.00004178946405e-05,5.54715919117226e-05,0.000216126129779688
"61",-8.85114899552863,0.760460369343617,1.13029127379739,-9.89701909208422,1.73086557908622,2.4435391607149,2.08720236990056,0.000143196577715232,0.000251956187029303,0.000443283470862263,0.000117759734292899,0.00101498964221298,5.03219388811828e-05,8.85483340621121e-05,0.000155808380040751,2.907327957134e-05,4.24244123804491e-05,6.3763406187919e-05,8.27311949844368e-05,0.000181410422222402
"62",-8.76748961413398,0.701483305757595,1.11644408515819,-9.97057946754398,2.13744921335441,3.56396274140596,2.85070597738018,0.000155689749535202,0.000272045927588524,0.000475320634044958,3.98502363516637e-05,0.000594157736741053,4.67532763695884e-05,8.1701423746993e-05,0.000142769636215163,2.18733975420244e-05,2.86600668028476e-05,4.00592392721932e-05,7.28390403675929e-05,0.000133368575524852
"63",-8.81567757890824,0.551027273870852,1.11389546015584,-9.9379047489922,2.13687085998155,1.93652313250716,2.03669699624435,0.000148366357224232,0.000258920678695511,0.000451816679136901,0.000182603316381755,0.000247316649217005,4.83060833364267e-05,8.43073650329876e-05,0.000147135528228812,2.26059909567225e-05,4.13941618161412e-05,7.59792257365497e-05,6.94315973897985e-05,0.000233313339537519
"64",-8.82250129422979,0.642703540618065,1.1212902957496,-9.89377258406052,3.08437055776194,2.81281724531653,2.94859390153924,0.000147357542472253,0.000258112688218714,0.000452074677814701,0.0003872196006062,0.000373216742234377,5.04855666774323e-05,8.84373755379832e-05,0.000154914498657288,1.63681910885783e-05,2.99930673707955e-05,5.50744983220037e-05,4.77755638347093e-05,0.000160719534327168
"65",-9.17222373192297,0.68277617914539,1.12849301495288,-10.0477845803166,1.90323501333352,1.58196624087508,1.7426006271043,0.000103874448739085,0.000182609630404715,0.000321005669122465,0.000133905861431522,0.000373662431017789,4.32796564670714e-05,7.6088443488238e-05,0.000133765092236403,2.27400484773906e-05,4.36637301196633e-05,8.45562242607716e-05,5.45778361638842e-05,0.000202915625395962
"66",-8.87583014307913,0.594600267102788,1.12282273839777,-10.1291316184801,2.08891244328823,2.15860733836566,2.12375989082694,0.000139706067693191,0.000244899238581273,0.000429264722077782,0.000321505462885824,0.000594233860061916,3.98985124073047e-05,6.99457792985935e-05,0.000122618640076831,1.91001363104042e-05,3.29348810101872e-05,5.6804513677633e-05,6.68798101816442e-05,0.000198861883978765
"67",-8.72873554245273,0.625887028999763,1.10961094450899,-9.94496455991046,1.41835270103271,2.8138656227395,2.11610916188611,0.000161840804144542,0.000281828468905348,0.0004907305057903,0.000139728030478304,0.00138572540183859,4.79662688044534e-05,8.35351859427157e-05,0.00014547604820777,3.38182941164979e-05,3.94758396434804e-05,5.1699714098692e-05,0.000114104766766901,0.0001743972781872
"68",-8.62172118336478,0.577373343689968,1.10425085064534,-9.99802314628287,1.99539018042982,2.38992604345275,2.19265811194129,0.000180117468516657,0.000312811864869871,0.000543210478933785,0.000213582498658273,0.000378817096989609,4.54876983263964e-05,7.90067922872394e-05,0.000137222134269776,2.27963927920092e-05,3.60324265132653e-05,5.74168956590514e-05,9.02667910683304e-05,0.000227291752571976
"69",-8.79164613448089,0.624857238919096,1.10983877226041,-9.83837387499636,2.19578171112592,2.25632253212705,2.22605212162649,0.000151974453475454,0.000264679350498701,0.000460928144156757,0.000143430989862889,0.000248931025125516,5.33611695982355e-05,9.2940836490302e-05,0.000161873241469186,2.43016732163571e-05,4.17514197387229e-05,7.17420666435429e-05,6.92120044107331e-05,0.000204282915050375
"70",-9.03744511350549,0.629231971535396,1.13690766152371,-9.95037352194333,2.28878806607647,2.18233926366492,2.23556366487069,0.000118860029409111,0.000209832463769575,0.000370407084896695,0.000199343995770838,0.000586627266738087,4.77075338298842e-05,8.42262505561763e-05,0.000148694816141627,2.08440154582186e-05,3.76756215354968e-05,6.81355179817075e-05,5.19314265793364e-05,0.000169729377582957
