"","age_groups","mode","mean","median","0%","1%","2%","3%","4%","5%","6%","7%","8%","9%","10%","11%","12%","13%","14%","15%","16%","17%","18%","19%","20%","21%","22%","23%","24%","25%","26%","27%","28%","29%","30%","31%","32%","33%","34%","35%","36%","37%","38%","39%","40%","41%","42%","43%","44%","45%","46%","47%","48%","49%","50%","51%","52%","53%","54%","55%","56%","57%","58%","59%","60%","61%","62%","63%","64%","65%","66%","67%","68%","69%","70%","71%","72%","73%","74%","75%","76%","77%","78%","79%","80%","81%","82%","83%","84%","85%","86%","87%","88%","89%","90%","91%","92%","93%","94%","95%","96%","97%","98%","99%","100%"
"1","0-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","10-19",0.000472253356400841,0.000557641418221486,0.000554306127660766,0.000112641503634933,0.000229854330523479,0.000253399104499015,0.000269171404470766,0.000283161178849249,0.000294551844125413,0.0003039619509183,0.000313343080746259,0.000321830141652919,0.0003299505310851,0.000337739178217606,0.000344468935441217,0.000351934092076907,0.000358942899060039,0.000365102162522403,0.000371495793041224,0.000378119539260002,0.000384694209416672,0.000391281931198484,0.000396951854636522,0.000402980632216444,0.00040891206026853,0.000414019898550461,0.000419555549120264,0.00042494240942531,0.000430579625950452,0.000435849641540319,0.000441036063539738,0.0004460640963558,0.000450709132969858,0.000455641975221864,0.00046083535611786,0.000465584475588699,0.000470195914388282,0.000474866033509037,0.000479681015855717,0.000484325618203421,0.000489445373977634,0.00049431777064814,0.000498986776426467,0.000504187332426868,0.000509140751476452,0.000514076923690442,0.000518698284727434,0.000523797820326939,0.000528854688583227,0.000533784543532806,0.000538895303138435,0.000543877873457805,0.000549203700854692,0.000554306127660766,0.00055971415647671,0.000564877921753423,0.0005699564513906,0.000575052380529183,0.000580056080385917,0.00058506621533319,0.000590060804392417,0.000594976956506892,0.000600076053530816,0.000605784346993482,0.000610947327341869,0.000616304102917996,0.000621708499361963,0.000626884249528204,0.00063262947311878,0.000638270340324018,0.000644107495093912,0.000649795419755228,0.000655714552302171,0.000661016078683069,0.000666371162871189,0.000671561166272163,0.000677587842725134,0.000682941210630112,0.000688351266404628,0.000694132433505211,0.000699697776035114,0.000705474987155938,0.000710970323859993,0.000716827628434912,0.000722920017697411,0.000728837540847168,0.00073472867732574,0.000741218500640692,0.000747493739407287,0.000753994768762495,0.000760200955995385,0.000767138882452174,0.000774753992539575,0.000782105760066683,0.000789662559601444,0.000797275606667537,0.000805428545660006,0.000814373572307162,0.00082370844203362,0.00083413351104155,0.000845381132677344,0.000860348958137308,0.000880518940243545,0.00102809269560804
"3","20-29",0.0120970232799483,0.0142842843290872,0.0141988490707517,0.00288537259355909,0.00588784208666201,0.00649095411343109,0.00689497004539485,0.00725332562731163,0.00754510363413085,0.00778614857192615,0.00802645124930388,0.00824385187117647,0.00845186000635218,0.00865137038446081,0.00882375672897118,0.00901498072429077,0.00919451507824959,0.00935228791872173,0.00951606419728117,0.00968573501298567,0.00985414871904905,0.0100228967494312,0.0101681348824941,0.0103225652571842,0.0104745019713984,0.0106053419913876,0.0107471406529082,0.0108851279718601,0.0110295282997051,0.0111645225785946,0.0112973755627436,0.0114261713228685,0.0115451564296684,0.011671513832536,0.0118045450724889,0.0119261963176519,0.0120443207983287,0.0121639484070802,0.0122872867650573,0.0124062607478717,0.0125374060408633,0.0126622150976405,0.0127818141875138,0.0129150292216492,0.0130419137100433,0.0131683564116738,0.0132867350557941,0.0134173623981036,0.0135468967935115,0.0136731776750406,0.0138040925263009,0.0139317237402986,0.01406814766844,0.0141988490707517,0.0143373786323704,0.014469651252387,0.0145997405157157,0.0147302754765437,0.0148584479348757,0.0149867852317442,0.0151147243120688,0.0152406541880009,0.0153712702959739,0.0155174912979194,0.0156497438115777,0.0157869604940221,0.0159253970105238,0.0160579766299505,0.0162051436169319,0.0163496374590639,0.0164991593122963,0.016644858556506,0.0167964803146908,0.0169322817593294,0.0170694551158323,0.0172023998396904,0.0173567763928734,0.0174939057859121,0.0176324872692547,0.0177805749685062,0.0179231342054866,0.0180711205701389,0.0182118865703229,0.0183619245718266,0.0185179843937418,0.0186695649265171,0.0188204695504063,0.018986709859148,0.0191474534692424,0.0193139808266663,0.0194729556447455,0.0196506743560382,0.0198457394894328,0.020034058961968,0.020227630439192,0.0204226427273036,0.020631484636979,0.0208606162971574,0.0210997339971013,0.0213667777370255,0.0216548916041266,0.0220383004897098,0.0225549654106889,0.0263351463872705
"4","30-39",0.039780364767882,0.0469730468323217,0.0466920979028847,0.00948838169580915,0.0193618298058462,0.0213451289915949,0.0226737121292184,0.0238521438338997,0.0248116390150068,0.0256043014187012,0.026394522941788,0.0271094323735278,0.0277934551533784,0.028449533548262,0.0290164161198495,0.0296452452218687,0.0302356336111163,0.0307544605157848,0.031293029381109,0.031850982092521,0.0324048008712566,0.0329597190562355,0.0334373262970927,0.0339451616955083,0.0344447968349521,0.0348750567096955,0.0353413534463945,0.035795116802405,0.0362699689689813,0.0367138898850493,0.0371507692765927,0.0375743067204326,0.0379655823955131,0.0383811014419413,0.0388185670173987,0.0392186101350832,0.0396070556906588,0.0400004441964665,0.0404060352874712,0.0407972743819552,0.041228538129417,0.0416389655288117,0.0420322602519223,0.0424703302239862,0.0428875825607274,0.0433033821072272,0.0436926634646602,0.0441222239610888,0.0445481903645419,0.0449634577749623,0.0453939637280313,0.0458136716290337,0.0462622938642974,0.0466920979028847,0.0471476443926377,0.0475826152901278,0.0480104063448114,0.0484396630500296,0.0488611508018135,0.0492831806157641,0.0497039009173833,0.0501180140660375,0.0505475376190041,0.0510283769676632,0.0514632817465524,0.0519145109087521,0.0523697514250157,0.0528057318724117,0.0532896820384021,0.0537648417214125,0.0542565357293836,0.0547356593077852,0.0552342587324206,0.0556808339665519,0.0561319206538173,0.0565691017262129,0.0570767601356935,0.057527702251664,0.0579834194830667,0.0584703973583424,0.0589391952036416,0.0594258398458917,0.0598887407352128,0.0603821320671712,0.0608953258089022,0.0613937896662393,0.0618900308360353,0.0624367025228213,0.062965298632365,0.0635129142621903,0.0640356938010525,0.0646201115539372,0.0652615720173712,0.0658808497634539,0.0665173984245127,0.0671586851093368,0.0678454497086586,0.0685989359846327,0.0693852607775824,0.0702634187456492,0.0712108646141593,0.072471682665963,0.0741707055200394,0.0866016130792638
"5","40-49",0.0492723820575011,0.058181314410691,0.0578333280845713,0.0117524102846209,0.0239817679172802,0.0264383033408717,0.0280839005175898,0.0295435185356971,0.0307319594517837,0.031713759518833,0.0326925362853072,0.033578030695994,0.0344252685717931,0.0352378942357816,0.0359400410062176,0.0367189154068052,0.0374501767325215,0.0380928012437921,0.0387598783571436,0.0394509645079791,0.0401369303259433,0.0408242578801126,0.0414158272782773,0.0420448375933195,0.042663690980526,0.0431966154284377,0.0437741755161338,0.0443362116254428,0.0449243685593119,0.0454742137180629,0.0460153371697719,0.0465399351434054,0.0470245733478176,0.0475392396493885,0.0480810891546771,0.0485765868066209,0.049057719594936,0.0495449747739567,0.0500473442044811,0.0505319370997672,0.0510661049551055,0.0515744646885769,0.0520616037073453,0.0526042018247037,0.0531210149979467,0.0536360287298829,0.0541181967512531,0.0546502549417537,0.0551778614505466,0.0556922160730968,0.0562254453162323,0.0567452999775339,0.0573009682400586,0.0578333280845713,0.0583975728022018,0.0589363323729095,0.0594661989140953,0.0599978808255506,0.0605199400288608,0.0610426706362582,0.0615637792676268,0.0620767042092342,0.0626087166411778,0.0632042893624306,0.0637429670379386,0.0643018642678806,0.0648657300035226,0.0654057400134768,0.0660051658260861,0.0665937036531629,0.0672027210704979,0.0677961686205239,0.0684137391603392,0.068966871985572,0.0695255927444751,0.0700670898613944,0.0706958809560562,0.0712544226474468,0.0718188788475487,0.0724220548129961,0.0730027128003303,0.0736054760197847,0.0741788299748612,0.0747899497158146,0.075425596931664,0.0760429995564769,0.0766576491368312,0.0773347624908896,0.0779894872429799,0.0786677697748752,0.0793152900608317,0.0800391560930133,0.08083367583187,0.0816007198216726,0.0823891557499377,0.0831834602448286,0.0840340941673492,0.0849673702667732,0.0859413205018827,0.0870290162825008,0.0882025327920662,0.0897641954142766,0.0918686231558926,0.107265677208712
"6","50-59",0.0945642254761455,0.111662369558923,0.11099450947034,0.0225553855856827,0.0460261350053462,0.0507407511852141,0.0538990036581801,0.0567003224011389,0.0589811943631412,0.0608654783992055,0.0627439600750269,0.0644434129858829,0.0660694434349749,0.0676290456562505,0.0689766152835211,0.0704714416214509,0.0718748882987687,0.0731082219973722,0.0743884854615877,0.0757148273973517,0.0770313423203877,0.0783504707065279,0.0794858187376873,0.080693023884723,0.0818807357181492,0.0829035315636271,0.0840119927351996,0.0850906600767652,0.0862194588606424,0.0872747291638069,0.0883132606485238,0.0893200762114299,0.0902502004418584,0.0912379550036798,0.0922778799407749,0.0932288457698059,0.094152242358472,0.0950873891216154,0.0960515433623073,0.0969815806349826,0.0980067628446239,0.0989824137556813,0.099917337582589,0.10095869926593,0.101950574134389,0.102938995489299,0.103864378911283,0.104885512223843,0.105898101808329,0.106885258191417,0.107908639004059,0.108906351136512,0.109972797220656,0.11099450947034,0.112077415603759,0.113111410296033,0.114128337365277,0.115148748518318,0.116150691638532,0.117153923324937,0.118154042094822,0.11913845461564,0.120159500107668,0.121302531370216,0.122336368888094,0.123409012049872,0.124491190835616,0.125527585387681,0.12667801155567,0.127807541353875,0.128976375861908,0.130115328466618,0.131300578242337,0.132362158280278,0.133434462757346,0.134473711384116,0.135680495800503,0.136752456608418,0.137835768621228,0.138993392133785,0.140107798836737,0.141264630201949,0.142365018906763,0.143537888221483,0.144757831000018,0.145942758509836,0.147122402340259,0.148421927493637,0.149678484139362,0.150980253195127,0.152222982930844,0.153612236459768,0.155137089544304,0.156609210796249,0.158122387749194,0.159646827733777,0.161279375921646,0.163070532099244,0.164939750631132,0.167027271159915,0.169279499998516,0.172276664132262,0.176315510462949,0.205865745918122
"7","60-69",0.136443391142183,0.161113701183512,0.160150069380681,0.0325443716415394,0.0664094895279304,0.0732120432037211,0.0777689744873721,0.0818108986618092,0.0851018885026995,0.087820655587923,0.0905310506537839,0.0929831314175532,0.0953292734963998,0.0975795686254627,0.0995239293895958,0.101680761676894,0.103705745469685,0.105485279233985,0.107332526306635,0.109246258382181,0.111145811407862,0.113049135306111,0.114687289001991,0.116429122802349,0.118142830385853,0.119618586495947,0.121217946090244,0.122774317215326,0.124403021231263,0.125925633594512,0.127424094105256,0.128876792828164,0.13021883632834,0.131644032606917,0.13314450367968,0.134516618790663,0.135848955212119,0.137198245549394,0.138589389752937,0.139931307784444,0.141410507096133,0.142818239441897,0.144167208112045,0.145669752215985,0.147100893536141,0.148527051906963,0.149862255060351,0.151335612360007,0.152796642215332,0.154220975403216,0.155697575541756,0.157137139248078,0.1586758767492,0.160150069380681,0.161712556507187,0.163204471039552,0.164671759299282,0.166144074619436,0.167589743066845,0.169037270745732,0.170480306901545,0.171900681064828,0.173373911651579,0.175023151213479,0.176514838964486,0.17806251801221,0.179623955675187,0.181119332881335,0.182779242291543,0.184409001065404,0.186095471216007,0.187738825827059,0.189448980992932,0.1909806974487,0.192527887817618,0.194027383071047,0.195768609813726,0.197315304315511,0.198878377072914,0.200548671277432,0.202156609468812,0.203825760710756,0.205413472826606,0.207105764661605,0.208865977138419,0.210575667321408,0.212277733866744,0.214152772953686,0.215965814289406,0.217844091022991,0.21963718199901,0.221641686999185,0.223841843819851,0.225965915740274,0.22814922548067,0.230348786256243,0.232704332551598,0.235288728729464,0.237985758329208,0.240997768194418,0.244247429879769,0.248571932474294,0.254399441627719,0.297036435835802
"8","70-79",0.192144469267331,0.22688608327624,0.225529062463504,0.0458301495169237,0.0935202211896345,0.103099820865804,0.109517054678036,0.115209037036325,0.119843526775634,0.123672191941241,0.127489067328059,0.130942175265525,0.134246096553493,0.137415042733885,0.140153161187258,0.143190489647492,0.146042144336349,0.148548147506897,0.151149506981573,0.153844493018891,0.156519511609922,0.159199840479648,0.161506747174611,0.163959659903815,0.166372964288006,0.168451176887596,0.17070345233859,0.172895189888568,0.175188789207001,0.177332986459001,0.179443172207994,0.181488914569406,0.183378828283439,0.185385840715864,0.187498857811226,0.189431119442994,0.191307363302088,0.193207482270584,0.195166541353454,0.197056278378284,0.199139339817121,0.201121758914914,0.203021424900439,0.205137361312114,0.207152745767601,0.209161113052793,0.21104139394638,0.213116228455375,0.215173703015787,0.217179500012757,0.219258901203483,0.221286146362341,0.223453051612982,0.225529062463504,0.227729412787139,0.229830380255194,0.231896668124531,0.233970035281346,0.236005877356713,0.238044337665165,0.240076472853765,0.242076694612155,0.244151350679326,0.246473868886408,0.248574516992803,0.250754014048516,0.252952886479462,0.255058730208318,0.257396274078111,0.259691358742279,0.262066306401452,0.264380537209373,0.266788838952723,0.268945856914932,0.271124665797431,0.27323630870558,0.275688366554588,0.277866477138549,0.280067652167326,0.282419820276842,0.284684176415986,0.287034734965416,0.289270608020464,0.291653753981365,0.29413254822331,0.296540195158865,0.298937106216762,0.301577603400297,0.304130793133652,0.30677584968789,0.309300944609014,0.312123760327797,0.315222099948709,0.318213294085676,0.321287909045669,0.324385409292953,0.327702573934854,0.331342013176793,0.33514006683695,0.339381686985277,0.343957976936995,0.350047896343947,0.358254403410171,0.418297345434133
"9","80+",0.213273831648837,0.251835842652089,0.250329595664721,0.0508699086155921,0.103804267622856,0.114437297741083,0.12156020920841,0.127878116207824,0.133022242335325,0.137271930566891,0.141508532546316,0.145341365017143,0.149008605376347,0.152526027953646,0.15556524639286,0.158936577772766,0.162101817575911,0.164883395937935,0.167770816559044,0.170762159482131,0.173731339219029,0.176706413183669,0.179267001224024,0.181989651002922,0.184668336863862,0.186975082229354,0.189475031446532,0.191907785649832,0.194453602952982,0.196833589041885,0.19917582351751,0.201446528021851,0.203544268023185,0.205771983625029,0.208117360797723,0.210262105550535,0.212344672476243,0.214453739964565,0.216628228975532,0.218725772857513,0.221037900270482,0.223238318105426,0.225346882797797,0.227695500312932,0.229932508572557,0.232161728014914,0.234248775911813,0.236551771711331,0.238835498557886,0.241061865067976,0.243369929729171,0.245620102969573,0.248025294162708,0.250329595664721,0.252771909752278,0.25510391224903,0.257397421569343,0.259698788656957,0.261958504180641,0.264221125858213,0.266476726862893,0.268696905045542,0.270999702780919,0.273577619070986,0.275909267087186,0.278328434757386,0.280769108434998,0.283106523416066,0.285701117680837,0.288248583669999,0.29088469486534,0.293453412424769,0.296126545523261,0.29852076216342,0.30093916598248,0.303283017858481,0.306004718749199,0.30842234748148,0.310865576965317,0.313476403638591,0.315989762008405,0.318598802123743,0.321080545238427,0.323725756273532,0.326477133649002,0.329149539935943,0.331810029761118,0.334740891910221,0.337574845752414,0.340510768647098,0.343313538204054,0.346446767731651,0.349885819424929,0.353205943275628,0.35661866140047,0.360056781419552,0.363738721452244,0.367778375338955,0.371994085839685,0.376702140070386,0.38178166641014,0.388541270012932,0.397650213991073,0.464295839319826
